id_aluno;necessidade_especial;id_escola_alocada;id_sala_alocada;etapa_desejada;etapa_sala;horario_desejado;horario_sala
757;1;4;70;10;10;0;0
1355;0;141;2044;9;9;1;1
26979;1;48;817;9;9;1;1
30371;0;141;2035;9;9;1;1
35011;1;117;1789;9;9;1;1
38007;0;141;2035;9;9;1;1
38188;0;84;1337;9;9;0;0
38349;0;86;1381;9;9;0;0
38357;1;31;440;10;10;0;0
38525;0;87;1388;9;9;0;0
38661;0;87;1394;9;9;1;1
38789;0;36;586;9;9;1;1
38862;0;138;1995;12;12;0;0
39174;1;145;2100;9;9;1;1
39907;0;148;2127;10;10;1;1
40223;0;132;1922;9;9;0;0
42121;0;35;563;7;7;0;0
42133;0;96;1572;9;9;0;0
42997;1;72;1168;8;8;0;0
43837;1;142;2068;12;12;1;1
44023;1;90;1471;12;12;0;0
44592;1;86;1374;8;8;0;0
45181;0;45;755;8;8;1;1
45932;1;148;2128;13;13;1;1
47751;1;29;384;13;13;0;0
48110;1;149;2141;8;8;1;1
48129;1;117;1784;8;8;0;0
49156;1;40;648;12;12;0;0
50124;1;4;69;13;13;1;1
52027;1;40;647;13;13;0;0
52551;1;92;1504;8;8;1;1
52633;1;90;1456;12;12;0;0
53043;1;5;76;8;8;1;1
53946;0;40;658;12;12;0;0
55396;1;119;1812;8;8;1;1
56168;0;140;2021;9;9;1;1
56915;1;146;2119;8;8;0;0
57610;1;149;2165;9;9;0;0
58327;1;103;1628;10;10;1;1
59082;1;85;1351;8;8;0;0
60087;0;29;376;12;12;0;0
60410;0;142;2070;12;12;1;1
60466;1;95;1553;9;9;1;1
60514;1;32;460;12;12;1;1
62654;0;138;1999;12;12;0;0
62966;0;4;68;12;12;0;0
63065;0;117;1785;9;9;0;0
63168;1;41;675;8;8;0;0
63711;0;137;1990;12;12;0;0
63767;0;83;1325;12;12;0;0
65304;1;4;75;13;13;0;0
65576;0;66;1046;9;9;1;1
66817;0;119;1808;9;9;1;1
67204;0;40;659;12;12;0;0
68118;0;4;74;12;12;0;0
68782;0;48;800;12;12;1;1
68801;1;133;1932;9;9;0;0
68917;0;4;68;12;12;0;0
69305;0;149;2145;12;12;0;0
69310;1;138;1999;12;12;0;0
69577;0;117;1785;9;9;0;0
70214;0;73;1192;9;9;1;1
70376;0;31;430;12;12;1;1
70549;0;88;1397;12;12;1;1
70981;0;138;2000;12;12;1;1
71118;0;90;1467;10;10;1;1
71807;1;119;1812;8;8;1;1
71861;0;137;1989;12;12;1;1
72319;1;90;1464;12;12;1;1
72795;0;139;2009;9;9;0;0
73341;0;31;432;10;10;0;0
73406;1;46;768;8;8;1;1
74525;0;138;1996;12;12;1;1
74529;0;133;1941;9;9;1;1
74531;1;29;376;12;12;0;0
74555;0;92;1487;9;9;0;0
74643;0;132;1922;9;9;0;0
74678;1;90;1456;12;12;0;0
74682;0;95;1553;9;9;1;1
74738;1;86;1364;7;7;1;1
75114;0;65;1014;9;9;1;1
75155;0;82;1306;9;9;0;0
75173;0;74;1209;9;9;0;0
75399;0;149;2147;9;9;0;0
75416;1;140;2021;9;9;1;1
75507;0;145;2102;9;9;1;1
75562;0;83;1315;12;12;0;0
75790;1;22;298;9;9;1;1
75998;1;145;2100;9;9;1;1
76077;1;35;567;9;9;0;0
76328;0;142;2070;12;12;1;1
76346;0;2;31;9;9;0;0
76354;0;43;715;9;9;1;1
76460;0;150;2178;9;9;1;1
76738;1;90;1470;12;12;1;1
76808;0;48;818;10;10;1;1
76831;0;93;1506;9;9;0;0
76923;1;2;31;9;9;0;0
76929;0;87;1395;8;8;1;1
76937;0;140;2021;9;9;1;1
76951;0;140;2016;9;9;0;0
77331;1;90;1456;12;12;0;0
77685;0;34;535;9;9;0;0
77705;0;43;735;9;9;0;0
77706;0;83;1315;12;12;0;0
77805;0;25;322;9;9;1;1
77910;1;137;1993;13;13;0;0
77985;0;31;430;12;12;1;1
78055;0;66;1042;12;12;0;0
78071;1;72;1183;9;9;0;0
78156;0;103;1622;9;9;1;1
78235;0;90;1469;12;12;1;1
78515;0;85;1358;9;9;1;1
78518;0;29;402;12;12;0;0
78534;0;48;817;9;9;1;1
78559;0;4;74;12;12;0;0
78623;1;29;376;12;12;0;0
78644;0;90;1456;12;12;0;0
78800;0;48;813;12;12;1;1
78887;0;31;430;12;12;1;1
78994;0;104;1635;9;9;1;1
79041;0;31;444;12;12;1;1
79245;0;149;2151;9;9;1;1
79315;0;117;1789;9;9;1;1
79324;0;4;68;12;12;0;0
79420;0;83;1315;12;12;0;0
79446;0;32;460;12;12;1;1
79472;0;110;1703;9;9;0;0
79488;0;143;2075;9;9;0;0
79518;0;32;451;9;9;0;0
79549;0;149;2147;9;9;0;0
79594;0;141;2054;9;9;0;0
79721;1;66;1046;9;9;1;1
79754;0;4;60;12;12;1;1
79756;0;112;1732;9;9;1;1
79770;0;83;1315;12;12;0;0
79773;0;83;1313;10;10;0;0
79808;0;42;2187;9;9;1;1
79822;1;66;1038;9;9;1;1
79976;0;146;2108;9;9;0;0
80025;0;93;1506;9;9;0;0
80048;0;142;2068;12;12;1;1
80188;0;70;1113;12;12;1;1
80219;1;29;395;12;12;0;0
80261;0;31;430;12;12;1;1
80273;0;36;582;8;8;1;1
80507;0;135;1963;9;9;0;0
80780;1;65;1008;9;9;0;0
81136;0;90;1469;12;12;1;1
81229;0;146;2107;9;9;1;1
81233;0;149;2167;12;12;1;1
81329;0;148;2135;9;9;0;0
81355;0;118;1793;9;9;1;1
81398;0;118;1793;9;9;1;1
81400;1;48;826;13;13;1;1
81448;1;138;1995;12;12;0;0
81893;0;87;1394;9;9;1;1
82128;0;88;1398;10;10;1;1
82140;0;138;1996;12;12;1;1
82315;0;135;1966;9;9;1;1
82317;0;4;68;12;12;0;0
82338;0;134;1958;9;9;1;1
82351;0;138;1996;12;12;1;1
82367;0;148;2136;12;12;1;1
82379;0;88;1407;10;10;1;1
82504;0;132;1921;9;9;1;1
82505;0;65;1008;9;9;0;0
82589;0;149;2165;9;9;0;0
82745;0;31;430;12;12;1;1
82952;0;29;387;12;12;0;0
82988;0;82;1294;9;9;0;0
83067;0;47;789;9;9;1;1
83079;0;93;1522;9;9;1;1
83174;0;29;387;12;12;0;0
83182;0;68;1086;9;9;1;1
83226;0;43;709;9;9;1;1
83305;0;90;1466;12;12;1;1
83346;0;74;1211;9;9;1;1
83412;0;110;1703;9;9;0;0
83576;0;142;2068;12;12;1;1
83578;0;145;2100;9;9;1;1
83661;0;4;74;12;12;0;0
83664;0;36;579;9;9;0;0
83748;0;135;1966;9;9;1;1
83881;1;146;2107;9;9;1;1
84014;0;47;798;9;9;0;0
84075;0;2;23;9;9;1;1
84101;0;90;1471;12;12;0;0
84110;0;45;757;6;6;0;0
84117;0;45;767;9;9;1;1
84324;0;24;318;9;9;0;0
84338;0;112;1725;10;10;1;1
84405;0;4;63;10;10;0;0
84412;0;70;1113;12;12;1;1
84414;0;40;659;12;12;0;0
84432;0;149;2165;9;9;0;0
84446;0;149;2166;9;9;1;1
84461;0;149;2145;12;12;0;0
84481;0;119;1804;9;9;1;1
84500;0;148;2137;10;10;1;1
84506;0;31;439;12;12;1;1
84511;0;148;2135;9;9;0;0
84513;0;83;1325;12;12;0;0
84516;1;33;491;9;9;0;0
84518;1;88;1398;10;10;1;1
84639;0;39;646;9;9;1;1
84646;0;48;814;12;12;1;1
84716;0;112;1720;9;9;0;0
84728;0;90;1471;12;12;0;0
84743;0;66;1042;12;12;0;0
84762;1;27;349;9;9;1;1
84873;1;46;771;9;9;1;1
84879;0;29;387;12;12;0;0
84900;0;93;1516;9;9;1;1
84914;0;4;68;12;12;0;0
84940;0;4;60;12;12;1;1
84955;0;32;471;9;9;1;1
84959;0;88;1432;12;12;1;1
84971;0;103;1621;9;9;1;1
85032;0;142;2058;9;9;0;0
85039;0;136;1974;9;9;0;0
85148;0;93;1518;9;9;0;0
85185;0;67;1071;9;9;0;0
85187;0;93;1506;9;9;0;0
85188;0;32;451;9;9;0;0
85199;0;142;2056;10;10;1;1
85211;0;84;1335;8;8;1;1
85221;1;46;771;9;9;1;1
85266;0;41;688;9;9;0;0
85306;0;119;1804;9;9;1;1
85314;0;31;444;12;12;1;1
85326;0;85;1363;9;9;0;0
85355;0;34;543;9;9;1;1
85363;0;29;395;12;12;0;0
85367;1;71;1149;9;9;1;1
85402;1;87;1394;9;9;1;1
85408;0;133;1941;9;9;1;1
85457;0;138;1997;10;10;1;1
85473;0;110;1702;9;9;1;1
85480;0;142;2071;9;9;0;0
85488;0;32;460;12;12;1;1
85490;0;31;430;12;12;1;1
85514;1;149;2147;9;9;0;0
85527;0;31;443;10;10;0;0
85549;0;37;601;9;9;1;1
85645;0;31;439;12;12;1;1
85674;0;33;533;9;9;1;1
85751;0;136;1974;9;9;0;0
85831;0;95;1553;9;9;1;1
85835;0;46;771;9;9;1;1
85842;0;133;1944;9;9;0;0
85845;0;140;2016;9;9;0;0
85920;0;137;1991;10;10;0;0
85927;0;145;2100;9;9;1;1
85932;0;35;569;9;9;1;1
85982;0;93;1506;9;9;0;0
86013;0;73;1189;9;9;1;1
86076;0;29;376;12;12;0;0
86118;0;134;1958;9;9;1;1
86132;0;140;2016;9;9;0;0
86134;1;105;1645;9;9;1;1
86150;0;132;1921;9;9;1;1
86151;0;140;2016;9;9;0;0
86157;0;140;2016;9;9;0;0
86158;0;140;2021;9;9;1;1
86184;0;46;771;9;9;1;1
86189;0;90;1466;12;12;1;1
86194;0;93;1522;9;9;1;1
86195;0;140;2021;9;9;1;1
86232;0;66;1042;12;12;0;0
86401;0;66;1042;12;12;0;0
86504;0;88;1397;12;12;1;1
86551;0;90;1468;10;10;1;1
86676;0;137;1990;12;12;0;0
86854;0;40;648;12;12;0;0
86861;0;29;395;12;12;0;0
86877;0;84;1331;8;8;0;0
86909;0;43;729;9;9;1;1
86925;1;86;1375;9;9;0;0
86969;0;43;729;9;9;1;1
87084;0;48;813;12;12;1;1
87168;0;66;1038;9;9;1;1
87169;0;71;1131;9;9;0;0
87266;0;33;496;10;10;1;1
87309;1;86;1375;9;9;0;0
87341;0;119;1804;9;9;1;1
87350;0;140;2016;9;9;0;0
87416;0;48;823;9;9;0;0
87424;0;29;392;9;9;1;1
87548;0;95;1544;9;9;0;0
87556;0;40;648;12;12;0;0
87638;0;38;618;9;9;0;0
87717;0;25;322;9;9;1;1
87743;1;33;511;10;10;1;1
87763;0;82;1296;9;9;0;0
87824;0;88;1397;12;12;1;1
87828;0;86;1381;9;9;0;0
87845;0;107;1664;9;9;1;1
87865;0;23;305;9;9;1;1
87891;1;145;2102;9;9;1;1
87914;0;4;64;10;10;1;1
87936;0;140;2021;9;9;1;1
87968;0;85;1350;9;9;0;0
88007;0;119;1804;9;9;1;1
88026;0;145;2100;9;9;1;1
88057;0;90;1456;12;12;0;0
88086;0;90;1456;12;12;0;0
88097;0;132;1921;9;9;1;1
88199;0;88;1397;12;12;1;1
88277;0;83;1315;12;12;0;0
88280;0;66;1042;12;12;0;0
88282;0;70;1116;9;9;0;0
88318;0;149;2166;9;9;1;1
88335;0;84;1335;8;8;1;1
88362;0;31;432;10;10;0;0
88363;0;45;767;9;9;1;1
88382;0;48;800;12;12;1;1
88416;0;48;806;9;9;1;1
88433;0;46;771;9;9;1;1
88435;0;149;2145;12;12;0;0
88442;0;105;1645;9;9;1;1
88470;0;86;1367;9;9;1;1
88501;0;88;1407;10;10;1;1
88540;0;97;1578;9;9;0;0
88624;0;82;1294;9;9;0;0
88685;0;91;1482;9;9;0;0
88701;0;138;1996;12;12;1;1
88716;0;32;466;9;9;0;0
88728;0;133;1930;8;8;1;1
88836;0;103;1628;10;10;1;1
88843;0;90;1466;12;12;1;1
88856;0;25;322;9;9;1;1
88996;0;40;648;12;12;0;0
89007;1;84;1337;9;9;0;0
89036;0;140;2016;9;9;0;0
89087;0;66;1042;12;12;0;0
89122;0;40;658;12;12;0;0
89138;0;149;2145;12;12;0;0
89184;0;48;817;9;9;1;1
89215;0;109;1695;9;9;1;1
89217;0;112;1732;9;9;1;1
89239;0;28;366;9;9;0;0
89317;0;92;1487;9;9;0;0
89335;0;32;488;12;12;1;1
89390;1;111;1717;9;9;0;0
89471;0;39;646;9;9;1;1
89489;1;43;710;9;9;0;0
89494;0;31;432;10;10;0;0
89514;0;32;451;9;9;0;0
89515;0;71;1136;9;9;0;0
89570;1;29;395;12;12;0;0
89574;0;32;455;8;8;0;0
89586;0;70;1116;9;9;0;0
89594;0;70;1113;12;12;1;1
89637;0;48;800;12;12;1;1
89662;0;5;84;9;9;1;1
89674;0;70;1120;10;10;1;1
89678;0;145;2100;9;9;1;1
89685;0;97;1578;9;9;0;0
89734;0;40;648;12;12;0;0
89739;0;28;372;9;9;0;0
89746;0;38;620;9;9;0;0
89756;0;149;2145;12;12;0;0
89760;0;29;395;12;12;0;0
89803;0;31;444;12;12;1;1
89843;0;83;1314;9;9;1;1
89891;1;40;648;12;12;0;0
89970;0;32;476;9;9;0;0
89984;0;66;1042;12;12;0;0
89989;1;76;1232;9;9;0;0
90059;0;71;1147;8;8;0;0
90060;0;148;2136;12;12;1;1
90061;0;88;1415;10;10;1;1
90080;0;89;1441;10;10;0;0
90214;0;31;439;12;12;1;1
90365;0;48;804;10;10;1;1
90371;1;90;1456;12;12;0;0
90377;0;34;556;9;9;1;1
90379;0;105;1645;9;9;1;1
90380;0;43;729;9;9;1;1
90406;0;66;1046;9;9;1;1
90409;0;103;1622;9;9;1;1
90423;0;75;1222;9;9;1;1
90427;0;142;2056;10;10;1;1
90441;0;48;817;9;9;1;1
90442;0;71;1141;9;9;0;0
90446;1;28;366;9;9;0;0
90468;0;145;2094;9;9;0;0
90480;0;69;1089;8;8;0;0
90498;0;25;321;8;8;0;0
90499;1;39;643;9;9;0;0
90554;0;149;2151;9;9;1;1
90575;0;103;1628;10;10;1;1
90584;0;133;1936;9;9;1;1
90591;0;83;1314;9;9;1;1
90616;1;32;454;9;9;0;0
90703;1;83;1319;9;9;1;1
90716;0;133;1936;9;9;1;1
90732;0;28;366;9;9;0;0
90801;0;71;1142;9;9;0;0
90812;1;82;1294;9;9;0;0
90875;0;38;618;9;9;0;0
90887;0;30;410;9;9;0;0
90900;1;71;1149;9;9;1;1
90927;1;5;84;9;9;1;1
90964;1;29;399;10;10;0;0
90971;0;25;328;9;9;0;0
91019;0;48;813;12;12;1;1
91061;0;148;2129;5;5;0;0
91147;0;143;2075;9;9;0;0
91166;0;31;430;12;12;1;1
91214;1;43;720;8;8;1;1
91225;0;112;1721;9;9;0;0
91234;0;142;2065;10;10;0;0
91283;0;66;1038;9;9;1;1
91337;0;28;366;9;9;0;0
91404;0;38;613;9;9;1;1
91412;0;71;1162;9;9;1;1
91421;1;110;1703;9;9;0;0
91422;0;95;1544;9;9;0;0
91424;0;118;1794;9;9;0;0
91430;0;86;1375;9;9;0;0
91431;0;86;1378;9;9;1;1
91432;0;94;1531;9;9;0;0
91448;0;66;1038;9;9;1;1
91469;0;33;514;10;10;0;0
91475;0;148;2135;9;9;0;0
91565;1;32;471;9;9;1;1
91595;0;40;658;12;12;0;0
91633;1;107;1672;9;9;0;0
91658;0;149;2165;9;9;0;0
91679;0;148;2136;12;12;1;1
91710;0;42;2187;9;9;1;1
91744;0;76;1248;9;9;0;0
91809;0;34;543;9;9;1;1
91875;0;139;2009;9;9;0;0
91915;0;4;60;12;12;1;1
91981;0;69;1106;9;9;1;1
92115;0;93;1506;9;9;0;0
92168;0;87;1388;9;9;0;0
92172;0;38;608;7;7;0;0
92219;0;4;64;10;10;1;1
92289;0;140;2016;9;9;0;0
92350;0;48;819;10;10;1;1
92377;0;93;1516;9;9;1;1
92416;0;89;1439;10;10;0;0
92442;0;29;399;10;10;0;0
92475;0;132;1922;9;9;0;0
92515;0;85;1351;8;8;0;0
92559;0;68;1086;9;9;1;1
92560;0;29;402;12;12;0;0
92614;0;67;1056;9;9;0;0
92649;0;69;1088;9;9;0;0
92664;0;141;2040;9;9;0;0
92714;0;31;434;10;10;0;0
92716;0;31;432;10;10;0;0
92770;0;148;2138;10;10;1;1
92828;0;29;378;10;10;0;0
92934;0;93;1506;9;9;0;0
92937;0;104;1638;9;9;1;1
92968;0;149;2147;9;9;0;0
92976;0;29;379;9;9;1;1
92978;0;72;1183;9;9;0;0
92982;0;149;2146;8;8;0;0
93019;0;82;1306;9;9;0;0
93026;0;150;2170;9;9;0;0
93048;0;33;493;9;9;1;1
93054;0;2;31;9;9;0;0
93073;1;66;1046;9;9;1;1
93074;1;91;1482;9;9;0;0
93085;1;104;1638;9;9;1;1
93140;0;143;2082;9;9;1;1
93182;0;150;2178;9;9;1;1
93192;0;88;1407;10;10;1;1
93193;0;35;567;9;9;0;0
93197;0;146;2108;9;9;0;0
93202;1;90;1455;10;10;1;1
93226;0;137;1992;10;10;1;1
93246;0;108;1675;8;8;1;1
93467;0;93;1506;9;9;0;0
93470;0;86;1378;9;9;1;1
93557;0;90;1455;10;10;1;1
93597;0;95;1544;9;9;0;0
93618;0;31;434;10;10;0;0
93624;0;48;800;12;12;1;1
93630;0;33;491;9;9;0;0
93736;0;87;1394;9;9;1;1
93800;0;141;2055;9;9;1;1
93855;1;32;476;9;9;0;0
93945;0;66;1035;10;10;0;0
93947;0;136;1974;9;9;0;0
93967;1;88;1433;12;12;1;1
94033;0;103;1631;10;10;1;1
94070;0;134;1957;9;9;1;1
94171;0;32;488;12;12;1;1
94216;0;90;1470;12;12;1;1
94228;0;148;2136;12;12;1;1
94310;0;95;1544;9;9;0;0
94362;0;117;1789;9;9;1;1
94369;0;142;2068;12;12;1;1
94388;1;103;1628;10;10;1;1
94389;0;92;1487;9;9;0;0
94441;0;140;2021;9;9;1;1
94444;0;143;2075;9;9;0;0
94475;1;84;1331;8;8;0;0
94489;0;107;1672;9;9;0;0
94547;0;149;2147;9;9;0;0
94556;0;148;2138;10;10;1;1
94572;0;150;2178;9;9;1;1
94577;0;149;2147;9;9;0;0
94597;0;133;1932;9;9;0;0
94627;0;107;1672;9;9;0;0
94657;0;86;1375;9;9;0;0
94695;0;40;660;10;10;0;0
94724;0;141;2040;9;9;0;0
94821;0;63;992;9;9;0;0
94830;0;110;1702;9;9;1;1
94891;0;39;646;9;9;1;1
94921;0;30;408;9;9;0;0
94998;0;103;1628;10;10;1;1
95017;0;112;1732;9;9;1;1
95111;0;67;1071;9;9;0;0
95123;0;137;1990;12;12;0;0
95132;0;103;1626;12;12;1;1
95169;0;141;2030;8;8;0;0
95170;0;141;2040;9;9;0;0
95194;0;112;1731;10;10;1;1
95228;0;34;552;8;8;0;0
95347;0;31;443;10;10;0;0
95378;0;33;503;10;10;0;0
95381;0;148;2137;10;10;1;1
95395;0;45;767;9;9;1;1
95396;0;39;644;8;8;1;1
95463;0;25;322;9;9;1;1
95474;0;88;1398;10;10;1;1
95546;0;33;511;10;10;1;1
95552;0;76;1232;9;9;0;0
95564;0;48;804;10;10;1;1
95586;0;103;1628;10;10;1;1
95625;1;32;454;9;9;0;0
95676;0;76;1229;9;9;1;1
95691;0;66;1025;10;10;0;0
95696;0;83;1319;9;9;1;1
95709;0;27;352;9;9;0;0
95724;0;91;1477;9;9;1;1
95733;0;76;1232;9;9;0;0
95741;0;105;1645;9;9;1;1
95744;0;4;64;10;10;1;1
95835;0;117;1782;8;8;1;1
95886;0;46;774;9;9;0;0
95960;0;108;1679;9;9;1;1
96147;0;29;378;10;10;0;0
96218;0;83;1322;10;10;0;0
96927;0;31;432;10;10;0;0
96977;1;134;1957;9;9;1;1
97037;1;91;1477;9;9;1;1
97054;0;66;1039;9;9;1;1
97064;0;110;1705;7;7;1;1
97074;0;138;1997;10;10;1;1
97076;1;43;735;9;9;0;0
97094;0;26;335;9;9;1;1
97106;0;149;2166;9;9;1;1
97120;0;32;476;9;9;0;0
97123;0;97;1578;9;9;0;0
97131;0;43;710;9;9;0;0
97138;0;32;476;9;9;0;0
97144;0;39;643;9;9;0;0
97178;0;33;526;10;10;0;0
97242;0;26;342;9;9;0;0
97262;0;71;1160;9;9;1;1
97284;0;88;1398;10;10;1;1
97327;0;26;335;9;9;1;1
97330;0;112;1720;9;9;0;0
97339;0;39;646;9;9;1;1
97393;0;91;1482;9;9;0;0
97428;1;68;1086;9;9;1;1
97461;0;143;2082;9;9;1;1
97463;0;82;1294;9;9;0;0
97464;0;5;86;9;9;0;0
97465;1;5;78;6;6;0;0
97471;0;83;1314;9;9;1;1
97476;1;92;1492;9;9;1;1
97488;0;34;543;9;9;1;1
97552;0;66;1048;10;10;0;0
97555;0;95;1544;9;9;0;0
97565;1;149;2167;12;12;1;1
97568;0;133;1945;8;8;0;0
97599;0;66;1025;10;10;0;0
97653;1;94;1539;9;9;0;0
97657;0;118;1793;9;9;1;1
97667;0;134;1957;9;9;1;1
97670;0;89;1438;9;9;0;0
97673;0;119;1808;9;9;1;1
97674;0;29;378;10;10;0;0
97675;0;83;1313;10;10;0;0
97678;0;148;2140;10;10;0;0
97683;0;88;1427;8;8;0;0
97684;0;40;651;10;10;0;0
97690;0;89;1449;10;10;0;0
97697;0;94;1539;9;9;0;0
97702;0;89;1438;9;9;0;0
97756;1;70;1112;10;10;1;1
97791;0;137;1990;12;12;0;0
97793;0;111;1717;9;9;0;0
97799;0;82;1294;9;9;0;0
97877;0;145;2100;9;9;1;1
97926;0;38;618;9;9;0;0
97998;0;29;395;12;12;0;0
98108;0;138;1994;10;10;0;0
98110;1;92;1487;9;9;0;0
98123;0;146;2114;9;9;1;1
98217;0;93;1512;8;8;0;0
98386;0;111;1717;9;9;0;0
98443;1;73;1192;9;9;1;1
98491;0;22;294;9;9;0;0
98504;0;25;322;9;9;1;1
98597;0;43;728;9;9;0;0
98622;0;66;1039;9;9;1;1
98690;0;32;463;12;12;1;1
98715;0;4;70;10;10;0;0
98787;0;103;1626;12;12;1;1
99373;0;35;567;9;9;0;0
99385;1;31;439;12;12;1;1
99388;0;48;822;10;10;1;1
99412;1;40;663;8;8;1;1
99413;0;40;662;9;9;1;1
99425;0;31;430;12;12;1;1
99437;0;112;1738;12;12;1;1
99441;0;24;311;9;9;1;1
99452;0;88;1433;12;12;1;1
99460;0;90;1464;12;12;1;1
99463;0;90;1464;12;12;1;1
99494;0;92;1487;9;9;0;0
99585;0;83;1325;12;12;0;0
99586;0;29;400;12;12;0;0
99597;0;84;1337;9;9;0;0
99659;0;142;2058;9;9;0;0
99689;0;149;2166;9;9;1;1
99841;0;82;1306;9;9;0;0
100031;0;74;1209;9;9;0;0
100040;0;105;1645;9;9;1;1
100051;0;71;1157;9;9;0;0
100209;0;91;1477;9;9;1;1
100328;0;103;1626;12;12;1;1
100383;0;91;1477;9;9;1;1
100464;0;103;1631;10;10;1;1
100523;0;43;729;9;9;1;1
100525;0;65;1005;7;7;1;1
100556;0;87;1385;8;8;0;0
100637;0;91;1477;9;9;1;1
100703;0;141;2035;9;9;1;1
100761;0;29;391;10;10;0;0
100763;0;68;1072;9;9;0;0
100767;0;33;511;10;10;1;1
100793;0;107;1664;9;9;1;1
100822;0;88;1398;10;10;1;1
100875;0;90;1466;12;12;1;1
100963;0;38;618;9;9;0;0
100964;0;66;1038;9;9;1;1
101021;1;108;1681;9;9;0;0
101063;0;88;1397;12;12;1;1
101080;1;103;1622;9;9;1;1
101105;0;65;1014;9;9;1;1
101109;0;72;1167;9;9;1;1
101122;0;66;1042;12;12;0;0
101191;0;76;1239;9;9;1;1
101203;1;39;643;9;9;0;0
101224;0;149;2145;12;12;0;0
101226;0;96;1560;8;8;0;0
101230;0;97;1578;9;9;0;0
101249;0;97;1578;9;9;0;0
101260;0;43;710;9;9;0;0
101274;1;34;543;9;9;1;1
101289;0;29;395;12;12;0;0
101310;0;138;2000;12;12;1;1
101326;0;71;1142;9;9;0;0
101368;0;39;646;9;9;1;1
101422;0;103;1621;9;9;1;1
101423;0;31;444;12;12;1;1
101579;1;83;1315;12;12;0;0
101603;0;76;1248;9;9;0;0
101612;0;83;1315;12;12;0;0
101634;0;48;802;8;8;0;0
101642;0;91;1478;9;9;0;0
101667;0;31;430;12;12;1;1
101778;0;112;1725;10;10;1;1
101787;0;29;395;12;12;0;0
101925;0;65;1014;9;9;1;1
101936;0;31;430;12;12;1;1
101993;0;40;650;10;10;0;0
102010;0;29;395;12;12;0;0
102035;0;41;677;9;9;1;1
102111;0;88;1432;12;12;1;1
102123;0;41;701;9;9;1;1
102126;0;40;648;12;12;0;0
102127;0;90;1466;12;12;1;1
102161;0;88;1397;12;12;1;1
102201;0;112;1733;10;10;1;1
102209;1;48;800;12;12;1;1
102225;0;29;376;12;12;0;0
102281;0;4;62;12;12;1;1
102286;1;27;352;9;9;0;0
102334;0;97;1584;9;9;1;1
102338;0;31;430;12;12;1;1
102346;1;105;1645;9;9;1;1
102356;0;32;460;12;12;1;1
102395;1;35;567;9;9;0;0
102465;0;48;806;9;9;1;1
102467;0;86;1381;9;9;0;0
102468;1;28;372;9;9;0;0
102485;0;40;648;12;12;0;0
102526;0;70;1113;12;12;1;1
102587;0;138;1997;10;10;1;1
102612;0;32;451;9;9;0;0
102615;0;25;329;8;8;0;0
102623;0;86;1370;8;8;1;1
102686;0;29;392;9;9;1;1
102687;0;70;1112;10;10;1;1
102688;0;43;710;9;9;0;0
102710;0;31;450;12;12;1;1
102726;0;73;1200;9;9;1;1
102732;0;70;1116;9;9;0;0
102746;0;30;410;9;9;0;0
102801;1;132;1921;9;9;1;1
102808;0;143;2075;9;9;0;0
102810;0;86;1375;9;9;0;0
102843;0;33;503;10;10;0;0
102870;0;91;1478;9;9;0;0
102886;0;88;1417;9;9;0;0
102923;0;84;1337;9;9;0;0
102941;0;89;1438;9;9;0;0
103018;0;137;1990;12;12;0;0
103056;0;83;1325;12;12;0;0
103064;0;145;2102;9;9;1;1
103107;0;94;1531;9;9;0;0
103109;0;134;1957;9;9;1;1
103124;0;93;1516;9;9;1;1
103188;0;83;1313;10;10;0;0
103223;0;146;2114;9;9;1;1
103225;0;119;1808;9;9;1;1
103228;0;119;1808;9;9;1;1
103230;0;107;1664;9;9;1;1
103232;0;36;586;9;9;1;1
103270;0;141;2041;9;9;0;0
103292;0;29;392;9;9;1;1
103306;0;66;1050;12;12;0;0
103313;1;5;86;9;9;0;0
103320;0;40;648;12;12;0;0
103345;0;90;1456;12;12;0;0
103359;0;25;328;9;9;0;0
103373;0;150;2170;9;9;0;0
103437;0;83;1315;12;12;0;0
103439;0;66;1045;8;8;1;1
103453;0;84;1337;9;9;0;0
103458;0;86;1381;9;9;0;0
103494;1;148;2135;9;9;0;0
103495;0;89;1438;9;9;0;0
103511;1;31;450;12;12;1;1
103526;0;96;1569;9;9;0;0
103592;0;90;1456;12;12;0;0
103621;0;29;387;12;12;0;0
103859;0;87;1394;9;9;1;1
103870;1;93;1516;9;9;1;1
103882;0;145;2094;9;9;0;0
103885;0;82;1296;9;9;0;0
103887;0;141;2054;9;9;0;0
103921;0;29;400;12;12;0;0
103922;0;110;1703;9;9;0;0
103934;0;48;814;12;12;1;1
103937;0;85;1358;9;9;1;1
103939;0;103;1626;12;12;1;1
103960;0;148;2136;12;12;1;1
103976;0;86;1378;9;9;1;1
103998;0;149;2166;9;9;1;1
104027;0;141;2044;9;9;1;1
104049;0;136;1976;8;8;0;0
104060;0;137;1990;12;12;0;0
104081;0;141;2046;8;8;1;1
104110;1;140;2024;7;7;0;0
104134;0;140;2021;9;9;1;1
104198;0;6;93;10;10;1;1
104226;0;95;1553;9;9;1;1
104258;0;146;2111;8;8;0;0
104276;0;45;767;9;9;1;1
104283;0;33;534;7;7;1;1
104348;0;146;2108;9;9;0;0
104350;0;133;1941;9;9;1;1
104391;0;146;2118;9;9;0;0
104407;0;141;2040;9;9;0;0
