id_aluno;necessidade_especial;id_escola_alocada;id_sala_alocada;etapa_desejada;etapa_sala;horario_desejado;horario_sala
223874;0;38;619;6;6;1;1
223878;0;94;1531;9;9;0;0
223879;0;88;1431;7;7;0;0
223888;0;30;427;8;8;1;1
223891;0;146;2120;5;5;0;0
223892;0;117;1785;9;9;0;0
223914;0;43;737;7;7;0;0
223915;0;67;1060;7;7;0;0
223918;0;29;404;6;6;1;1
223932;0;138;1999;12;12;0;0
223938;0;134;1955;8;8;1;1
223944;0;133;1927;7;7;1;1
223945;1;142;2067;10;10;1;1
223965;0;73;1184;7;7;1;1
223969;0;69;1106;9;9;1;1
223971;0;28;360;6;6;0;0
223976;0;137;1990;12;12;0;0
224005;0;71;1130;8;8;1;1
224009;0;48;818;10;10;1;1
224022;0;140;2015;7;7;1;1
224041;0;43;735;9;9;0;0
224057;0;47;794;7;7;0;0
224068;1;38;609;6;6;1;1
224069;1;33;493;9;9;1;1
224077;0;32;487;7;7;1;1
224080;0;84;1330;5;5;1;1
224100;1;85;1357;6;6;0;0
224115;0;119;1803;6;6;0;0
224117;0;135;1965;7;7;1;1
224119;0;42;2187;9;9;1;1
224125;0;65;1007;7;7;0;0
224132;0;150;2169;8;8;0;0
224135;0;110;1697;5;5;1;1
224144;0;34;539;8;8;1;1
224152;0;84;1341;7;7;1;1
224162;0;141;2032;8;8;1;1
224174;1;33;518;10;10;1;1
224197;0;72;1181;7;7;0;0
224215;0;43;714;8;8;0;0
224241;0;85;1350;9;9;0;0
224249;0;48;820;6;6;0;0
224252;0;86;1371;7;7;0;0
224254;1;73;1184;7;7;1;1
224260;0;94;1539;9;9;0;0
224265;0;47;797;8;8;0;0
224269;0;119;1810;7;7;1;1
224280;0;67;1061;6;6;1;1
224282;0;86;1381;9;9;0;0
224300;0;38;612;7;7;1;1
224303;0;111;1714;6;6;1;1
224306;0;38;622;8;8;0;0
224321;0;36;578;7;7;0;0
224332;0;27;352;9;9;0;0
224334;0;40;666;5;5;1;1
224337;0;103;1621;9;9;1;1
224340;0;48;801;7;7;0;0
224343;0;85;1363;9;9;0;0
224360;0;82;1308;7;7;0;0
224367;0;22;294;9;9;0;0
224370;0;26;342;9;9;0;0
224372;0;33;495;8;8;1;1
224373;1;94;1528;7;7;0;0
224396;0;84;1337;9;9;0;0
224412;0;85;1352;8;8;1;1
224417;0;92;1487;9;9;0;0
224424;0;84;1337;9;9;0;0
224429;0;85;1347;5;5;1;1
224432;0;103;1629;10;10;1;1
224436;0;85;1353;6;6;1;1
224448;0;85;1349;7;7;1;1
224451;0;63;983;6;6;0;0
224464;0;71;1146;8;8;0;0
224471;0;32;461;8;8;0;0
224478;0;41;676;6;6;1;1
224492;0;41;683;6;6;0;0
224498;0;66;1032;10;10;0;0
224501;0;83;1313;10;10;0;0
224507;0;44;743;9;9;1;1
224508;0;96;1559;8;8;0;0
224522;0;34;535;9;9;0;0
224524;0;97;1581;8;8;0;0
224531;0;33;500;6;6;1;1
224540;0;133;1941;9;9;1;1
224541;0;74;1203;6;6;0;0
224572;0;119;1808;9;9;1;1
224604;0;105;1645;9;9;1;1
224607;0;82;1308;7;7;0;0
224621;0;32;471;9;9;1;1
224630;0;96;1571;7;7;0;0
224638;0;47;791;7;7;0;0
224643;0;36;572;6;6;0;0
224653;0;87;1391;7;7;0;0
224664;0;34;557;8;8;0;0
224669;0;41;675;8;8;0;0
224682;0;86;1373;8;8;1;1
224704;0;70;1116;9;9;0;0
224714;0;76;1230;8;8;0;0
224729;0;32;468;8;8;0;0
224755;0;29;383;6;6;1;1
224797;0;110;1702;9;9;1;1
224805;0;38;620;9;9;0;0
224813;0;35;567;9;9;0;0
224821;0;31;432;10;10;0;0
224847;0;141;2035;9;9;1;1
224849;0;67;1053;8;8;0;0
224883;0;94;1532;6;6;1;1
224904;0;66;1034;7;7;1;1
224937;0;32;465;7;7;1;1
224949;0;141;2038;7;7;1;1
224962;0;65;1016;7;7;0;0
224966;0;94;1539;9;9;0;0
224968;0;32;479;5;5;0;0
224984;0;112;1731;10;10;1;1
225004;0;118;1797;8;8;0;0
225010;0;146;2108;9;9;0;0
225012;0;135;1964;6;6;1;1
225013;0;48;812;10;10;1;1
225032;1;5;84;9;9;1;1
225061;0;89;1439;10;10;0;0
225069;0;97;1584;9;9;1;1
225070;0;149;2148;6;6;1;1
225078;0;34;552;8;8;0;0
225095;0;84;1335;8;8;1;1
225096;0;31;434;10;10;0;0
225097;0;32;453;7;7;0;0
225098;0;150;2171;8;8;1;1
225101;0;41;676;6;6;1;1
225104;0;33;504;9;9;0;0
225110;0;85;1349;7;7;1;1
225116;0;5;90;7;7;1;1
225128;0;149;2143;7;7;0;0
225136;0;140;2024;7;7;0;0
225137;0;32;470;8;8;1;1
225142;0;65;1006;8;8;1;1
225143;0;32;468;8;8;0;0
225176;1;110;1701;6;6;0;0
225181;1;35;565;8;8;0;0
225196;0;93;1517;7;7;0;0
225200;0;94;1539;9;9;0;0
225201;0;141;2051;7;7;0;0
225208;0;4;59;10;10;1;1
225212;0;38;624;9;9;1;1
225216;0;31;434;10;10;0;0
225223;0;70;1120;10;10;1;1
225226;1;141;2050;7;7;1;1
225242;0;92;1498;8;8;0;0
225254;0;72;1180;9;9;1;1
225255;0;149;2156;7;7;1;1
225271;0;119;1814;6;6;0;0
225275;0;150;2170;9;9;0;0
225289;0;133;1943;7;7;1;1
225291;0;66;1031;10;10;0;0
225293;0;88;1409;6;6;0;0
225303;1;146;2111;8;8;0;0
225313;0;32;459;6;6;0;0
225318;0;29;392;9;9;1;1
225324;0;40;661;8;8;1;1
225333;0;118;1791;8;8;1;1
225338;0;72;1167;9;9;1;1
225340;1;94;1525;8;8;0;0
225347;0;38;609;6;6;1;1
225352;0;149;2156;7;7;1;1
225357;0;92;1488;7;7;0;0
225358;0;93;1507;6;6;0;0
225363;0;42;2181;6;6;1;1
225364;0;37;594;7;7;1;1
225378;1;86;1374;8;8;0;0
225391;1;29;394;9;9;1;1
225395;0;108;1676;6;6;0;0
225399;0;88;1406;7;7;0;0
225402;0;48;812;10;10;1;1
225419;0;22;296;6;6;1;1
225421;1;48;824;7;7;0;0
225433;1;95;1543;6;6;1;1
225438;0;139;2013;7;7;0;0
225445;0;135;1967;6;6;0;0
225447;0;106;1657;8;8;1;1
225458;0;5;86;9;9;0;0
225462;0;149;2151;9;9;1;1
225474;0;45;767;9;9;1;1
225480;0;70;1126;8;8;0;0
225489;0;41;676;6;6;1;1
225492;1;141;2038;7;7;1;1
225495;0;118;1791;8;8;1;1
225510;0;90;1467;10;10;1;1
225520;0;66;1038;9;9;1;1
225522;0;32;451;9;9;0;0
225524;0;65;1006;8;8;1;1
225525;1;146;2118;9;9;0;0
225534;0;141;2046;8;8;1;1
225536;0;133;1930;8;8;1;1
225549;0;42;2185;8;8;1;1
225568;0;32;454;9;9;0;0
225574;0;82;1299;8;8;0;0
225585;0;140;2017;6;6;0;0
225588;0;67;1067;7;7;0;0
225593;1;135;1965;7;7;1;1
225600;0;91;1474;8;8;0;0
225614;0;33;495;8;8;1;1
225615;0;83;1312;8;8;1;1
225629;0;117;1785;9;9;0;0
225632;0;47;784;8;8;1;1
225639;0;32;469;6;6;1;1
225651;0;48;812;10;10;1;1
225689;0;68;1074;8;8;1;1
225708;0;135;1965;7;7;1;1
225713;0;86;1364;7;7;1;1
225721;0;96;1574;5;5;1;1
225729;0;4;64;10;10;1;1
225736;0;83;1322;10;10;0;0
225739;0;96;1568;5;5;1;1
225747;1;43;736;8;8;1;1
225753;0;38;613;9;9;1;1
225757;1;149;2151;9;9;1;1
225760;0;108;1675;8;8;1;1
225778;0;22;300;5;5;1;1
225806;0;132;1924;7;7;0;0
225808;0;29;378;10;10;0;0
225809;0;24;312;6;6;1;1
225819;0;66;1048;10;10;0;0
225826;0;143;2076;8;8;1;1
225841;0;90;1468;10;10;1;1
225847;1;149;2167;12;12;1;1
225855;0;89;1439;10;10;0;0
225856;0;31;438;10;10;0;0
225867;0;22;293;8;8;1;1
225872;0;143;2083;8;8;0;0
225879;0;103;1620;5;5;0;0
225885;0;4;59;10;10;1;1
225887;0;43;741;6;6;1;1
225889;0;48;819;10;10;1;1
225900;0;118;1797;8;8;0;0
225902;0;67;1063;8;8;0;0
225908;0;5;76;8;8;1;1
225915;0;66;1025;10;10;0;0
225925;0;149;2151;9;9;1;1
225926;0;137;1985;10;10;1;1
225935;1;46;779;6;6;1;1
225936;1;119;1810;7;7;1;1
225961;0;72;1183;9;9;0;0
225969;0;107;1673;6;6;1;1
225973;0;83;1313;10;10;0;0
225982;0;91;1484;8;8;1;1
225996;0;140;2024;7;7;0;0
226000;0;33;519;7;7;0;0
226009;0;35;566;8;8;1;1
226054;0;76;1243;8;8;1;1
226072;0;143;2078;6;6;0;0
226074;0;92;1497;6;6;1;1
226082;0;135;1964;6;6;1;1
226096;0;83;1314;9;9;1;1
226103;0;136;1984;9;9;1;1
226136;0;47;784;8;8;1;1
226142;0;148;2132;7;7;0;0
226145;0;68;1072;9;9;0;0
226147;1;91;1475;7;7;1;1
226177;0;117;1785;9;9;0;0
226181;0;96;1559;8;8;0;0
226184;0;92;1493;6;6;0;0
226191;0;41;682;8;8;1;1
226200;0;149;2163;8;8;0;0
226201;0;90;1451;10;10;0;0
226205;0;40;657;9;9;1;1
226250;0;103;1619;8;8;0;0
226253;0;133;1936;9;9;1;1
226254;0;143;2079;6;6;1;1
226255;0;72;1177;8;8;0;0
226280;0;145;2094;9;9;0;0
226287;0;74;1211;9;9;1;1
226288;0;32;468;8;8;0;0
226299;0;84;1342;6;6;0;0
226304;1;108;1679;9;9;1;1
226331;0;85;1362;6;6;0;0
226335;0;69;1096;6;6;1;1
226361;0;2;21;8;8;0;0
226364;0;141;2026;7;7;0;0
226430;0;29;375;7;7;1;1
226463;0;71;1155;6;6;0;0
226467;0;32;487;7;7;1;1
226471;0;63;992;9;9;0;0
226483;0;48;814;12;12;1;1
226486;0;31;440;10;10;0;0
226490;0;33;519;7;7;0;0
226494;0;48;806;9;9;1;1
226504;0;37;598;5;5;0;0
226506;0;25;327;6;6;1;1
226511;0;30;415;6;6;1;1
226516;0;33;495;8;8;1;1
226517;0;104;1634;7;7;1;1
226518;0;86;1375;9;9;0;0
226527;1;83;1314;9;9;1;1
226530;0;117;1784;8;8;0;0
226532;1;134;1957;9;9;1;1
226536;0;94;1531;9;9;0;0
226547;0;28;359;6;6;1;1
226552;0;65;1013;9;9;0;0
226579;0;2;25;8;8;1;1
226586;0;74;1211;9;9;1;1
226592;0;4;67;10;10;0;0
226595;1;141;2053;7;7;1;1
226604;0;40;661;8;8;1;1
226608;0;111;1713;9;9;0;0
226610;0;84;1327;9;9;1;1
226619;1;117;1782;8;8;1;1
226623;0;24;313;8;8;0;0
226632;0;84;1337;9;9;0;0
226634;0;35;560;7;7;1;1
226641;0;48;821;7;7;0;0
226642;0;4;67;10;10;0;0
226666;0;33;508;7;7;1;1
226679;0;32;457;7;7;0;0
226682;0;63;986;6;6;0;0
226686;0;105;1648;7;7;1;1
226687;0;84;1331;8;8;0;0
226698;0;92;1487;9;9;0;0
226701;0;149;2147;9;9;0;0
226709;0;37;605;6;6;0;0
226714;0;46;769;7;7;0;0
226715;0;89;1438;9;9;0;0
226723;0;41;675;8;8;0;0
226727;0;111;1712;7;7;0;0
226733;0;28;371;7;7;1;1
226735;0;25;333;8;8;1;1
226748;1;150;2170;9;9;0;0
226756;0;25;329;8;8;0;0
226766;0;41;671;7;7;0;0
226779;0;70;1113;12;12;1;1
226803;0;92;1493;6;6;0;0
226826;0;117;1787;6;6;1;1
226842;0;93;1521;8;8;0;0
226856;0;118;1800;7;7;0;0
226859;0;27;347;8;8;1;1
226871;0;32;455;8;8;0;0
226872;0;83;1313;10;10;0;0
226875;1;23;310;6;6;1;1
226885;1;134;1957;9;9;1;1
226893;1;43;730;6;6;1;1
226896;0;135;1963;9;9;0;0
226911;0;88;1427;8;8;0;0
226923;0;71;1141;9;9;0;0
226943;0;96;1564;7;7;1;1
226948;0;140;2021;9;9;1;1
226957;0;70;1120;10;10;1;1
226985;0;139;2008;6;6;1;1
226991;0;40;669;6;6;1;1
227002;0;29;386;7;7;1;1
227008;0;150;2174;6;6;1;1
227023;0;143;2074;7;7;0;0
227035;0;40;650;10;10;0;0
227059;0;66;1037;6;6;1;1
227065;0;43;728;9;9;0;0
227069;0;72;1174;7;7;0;0
227077;0;94;1538;5;5;1;1
227085;0;69;1095;8;8;1;1
227087;0;136;1980;6;6;0;0
227094;0;46;772;6;6;0;0
227104;0;29;399;10;10;0;0
227108;0;86;1371;7;7;0;0
227113;0;74;1203;6;6;0;0
227114;0;139;2008;6;6;1;1
227116;0;26;342;9;9;0;0
227118;0;32;453;7;7;0;0
227126;0;65;1005;7;7;1;1
227128;0;35;562;5;5;1;1
227129;0;29;388;7;7;1;1
227131;0;103;1619;8;8;0;0
227133;0;139;2008;6;6;1;1
227136;1;136;1978;8;8;1;1
227154;0;97;1578;9;9;0;0
227163;0;84;1334;7;7;0;0
227174;0;32;453;7;7;0;0
227179;0;86;1381;9;9;0;0
227184;0;119;1812;8;8;1;1
227185;0;136;1981;7;7;0;0
227186;1;92;1486;8;8;0;0
227194;0;69;1088;9;9;0;0
227205;0;145;2096;6;6;0;0
227210;0;140;2015;7;7;1;1
227218;0;48;800;12;12;1;1
227221;0;30;418;9;9;1;1
227236;0;148;2127;10;10;1;1
227242;0;105;1643;7;7;0;0
227250;0;93;1517;7;7;0;0
227264;0;133;1944;9;9;0;0
227277;0;71;1133;7;7;0;0
227287;0;90;1455;10;10;1;1
227294;0;119;1811;6;6;0;0
227300;0;68;1087;6;6;0;0
227306;0;67;1065;8;8;0;0
227356;0;43;737;7;7;0;0
227364;0;32;455;8;8;0;0
227366;0;66;1029;7;7;1;1
227367;0;118;1791;8;8;1;1
227382;0;82;1310;7;7;0;0
227390;0;23;306;8;8;1;1
227397;0;139;2009;9;9;0;0
227411;0;29;388;7;7;1;1
227425;0;44;752;8;8;1;1
227426;1;76;1233;6;6;0;0
227435;0;82;1302;8;8;0;0
227436;0;138;1997;10;10;1;1
227442;0;150;2178;9;9;1;1
227458;0;84;1341;7;7;1;1
227465;0;132;1925;7;7;1;1
227468;1;32;461;8;8;0;0
227471;0;103;1619;8;8;0;0
227473;0;103;1619;8;8;0;0
227506;0;4;63;10;10;0;0
227516;0;117;1784;8;8;0;0
227522;0;30;410;9;9;0;0
227548;0;41;682;8;8;1;1
227573;1;73;1199;8;8;1;1
227574;0;2;30;6;6;0;0
227588;1;87;1393;7;7;1;1
227592;1;94;1531;9;9;0;0
227646;0;83;1312;8;8;1;1
227648;0;145;2097;8;8;0;0
227658;0;148;2127;10;10;1;1
227662;0;93;1513;8;8;1;1
227668;0;2;24;7;7;0;0
227682;0;95;1547;7;7;0;0
227711;0;28;368;7;7;1;1
227721;0;119;1807;8;8;1;1
227739;0;85;1354;7;7;0;0
227741;0;119;1801;7;7;0;0
227756;1;29;379;9;9;1;1
227773;0;33;503;10;10;0;0
227780;0;97;1579;6;6;1;1
227806;0;46;768;8;8;1;1
227811;0;23;306;8;8;1;1
227868;0;72;1169;6;6;1;1
227871;0;32;452;6;6;1;1
227874;0;43;714;8;8;0;0
227879;0;30;420;6;6;1;1
227880;0;40;655;7;7;0;0
227881;1;48;827;9;9;0;0
227884;0;70;1108;8;8;0;0
227891;0;66;1046;9;9;1;1
227900;0;83;1313;10;10;0;0
227905;0;141;2026;7;7;0;0
227909;0;43;714;8;8;0;0
227922;0;43;720;8;8;1;1
227931;0;93;1511;6;6;1;1
227939;0;92;1493;6;6;0;0
227941;0;111;1710;7;7;0;0
227947;0;93;1523;7;7;1;1
227952;0;44;742;6;6;0;0
227970;0;105;1647;6;6;0;0
227975;1;41;672;5;5;0;0
227981;0;66;1045;8;8;1;1
227990;1;35;563;7;7;0;0
228009;0;2;23;9;9;1;1
228011;0;89;1439;10;10;0;0
228032;0;86;1367;9;9;1;1
228052;0;142;2065;10;10;0;0
228057;0;84;1341;7;7;1;1
228061;1;92;1497;6;6;1;1
228073;1;70;1112;10;10;1;1
228078;0;24;316;5;5;0;0
228088;0;39;639;7;7;1;1
228096;0;94;1531;9;9;0;0
228103;0;33;514;10;10;0;0
228107;0;33;503;10;10;0;0
228146;1;112;1733;10;10;1;1
228150;0;40;652;6;6;1;1
228160;0;146;2117;6;6;1;1
228170;0;141;2034;7;7;0;0
228192;0;2;21;8;8;0;0
228194;1;34;541;5;5;0;0
228195;0;47;782;9;9;0;0
228196;0;43;739;7;7;1;1
228200;0;106;1657;8;8;1;1
228209;1;30;420;6;6;1;1
228210;0;93;1513;8;8;1;1
228217;1;136;1976;8;8;0;0
228218;1;29;391;10;10;0;0
228219;0;111;1718;7;7;1;1
228224;0;85;1358;9;9;1;1
228225;0;82;1306;9;9;0;0
228244;0;44;748;8;8;0;0
228272;0;36;587;8;8;1;1
228283;0;92;1493;6;6;0;0
228287;0;132;1921;9;9;1;1
228306;0;25;321;8;8;0;0
228308;0;38;616;8;8;1;1
228322;0;47;781;7;7;1;1
228350;0;142;2065;10;10;0;0
228384;0;66;1032;10;10;0;0
228387;0;138;1996;12;12;1;1
228415;0;91;1483;8;8;0;0
228421;0;32;457;7;7;0;0
228429;0;65;1005;7;7;1;1
228433;0;94;1526;8;8;0;0
228434;0;41;673;6;6;0;0
228451;1;118;1794;9;9;0;0
228457;0;93;1513;8;8;1;1
228469;0;76;1234;6;6;0;0
228472;0;90;1468;10;10;1;1
228494;0;117;1788;5;5;1;1
228500;0;43;733;8;8;1;1
228504;0;35;565;8;8;0;0
228517;0;70;1109;6;6;0;0
228521;0;97;1580;8;8;1;1
228528;0;89;1446;8;8;1;1
228536;0;83;1319;9;9;1;1
228540;0;72;1167;9;9;1;1
228554;0;28;356;8;8;0;0
228560;0;110;1706;8;8;1;1
228583;0;140;2024;7;7;0;0
228586;0;74;1212;6;6;1;1
228602;0;43;710;9;9;0;0
228606;0;2;23;9;9;1;1
228607;0;87;1390;6;6;1;1
228614;1;136;1980;6;6;0;0
228622;0;84;1343;8;8;1;1
228639;0;118;1796;6;6;1;1
228663;1;88;1414;7;7;0;0
228664;0;40;648;12;12;0;0
228667;0;148;2136;12;12;1;1
228668;0;107;1664;9;9;1;1
228685;0;43;710;9;9;0;0
228687;0;95;1547;7;7;0;0
228735;0;65;1005;7;7;1;1
228737;0;95;1555;7;7;1;1
228746;0;43;736;8;8;1;1
228748;0;88;1409;6;6;0;0
228750;0;106;1663;8;8;0;0
228751;0;86;1364;7;7;1;1
228754;0;149;2167;12;12;1;1
228757;0;4;67;10;10;0;0
228767;0;141;2054;9;9;0;0
228777;0;84;1342;6;6;0;0
228783;0;146;2111;8;8;0;0
228810;0;111;1710;7;7;0;0
228818;0;26;339;8;8;1;1
228819;0;84;1342;6;6;0;0
228837;1;6;93;10;10;1;1
228871;0;36;581;6;6;0;0
228887;0;69;1101;9;9;0;0
228892;0;6;93;10;10;1;1
228921;0;95;1555;7;7;1;1
228931;0;87;1395;8;8;1;1
228932;0;47;793;8;8;1;1
228946;0;30;423;7;7;0;0
228951;0;38;616;8;8;1;1
228954;0;90;1467;10;10;1;1
228966;0;22;300;5;5;1;1
228976;0;5;82;7;7;1;1
228994;0;139;2011;6;6;1;1
229018;0;87;1391;7;7;0;0
229020;0;70;1116;9;9;0;0
229042;0;146;2120;5;5;0;0
229050;0;94;1533;7;7;1;1
229051;0;133;1927;7;7;1;1
229054;0;42;2185;8;8;1;1
229065;0;40;650;10;10;0;0
229066;1;112;1725;10;10;1;1
229071;0;103;1622;9;9;1;1
229077;1;65;1013;9;9;0;0
229088;0;68;1081;7;7;1;1
229096;0;71;1149;9;9;1;1
229097;0;74;1211;9;9;1;1
229099;0;74;1202;7;7;1;1
229102;0;70;1120;10;10;1;1
229104;0;134;1955;8;8;1;1
229112;0;38;616;8;8;1;1
229134;0;112;1731;10;10;1;1
229138;0;65;1024;7;7;1;1
229167;0;84;1339;8;8;0;0
229168;0;107;1665;7;7;0;0
229189;0;83;1313;10;10;0;0
229193;1;76;1230;8;8;0;0
229198;0;38;618;9;9;0;0
229209;0;40;661;8;8;1;1
229212;0;70;1112;10;10;1;1
229214;0;149;2147;9;9;0;0
229215;0;46;771;9;9;1;1
229216;0;48;802;8;8;0;0
229219;0;33;491;9;9;0;0
229262;0;149;2154;6;6;0;0
229264;1;117;1781;7;7;0;0
229400;0;96;1561;6;6;1;1
229508;0;118;1798;7;7;1;1
229592;1;142;2069;7;7;0;0
229609;0;76;1231;6;6;1;1
229749;0;112;1736;5;5;0;0
229751;0;41;673;6;6;0;0
229753;0;28;373;7;7;1;1
229785;1;76;1246;6;6;0;0
229817;0;23;308;7;7;1;1
229819;0;141;2055;9;9;1;1
229820;0;38;610;6;6;1;1
229823;0;84;1327;9;9;1;1
229827;0;146;2111;8;8;0;0
229859;0;94;1531;9;9;0;0
229871;0;148;2134;6;6;0;0
229876;0;92;1503;7;7;0;0
229888;0;132;1918;6;6;1;1
229897;0;83;1323;6;6;1;1
229910;0;88;1403;5;5;1;1
229915;0;140;2020;5;5;1;1
229930;0;111;1710;7;7;0;0
229936;0;48;808;5;5;0;0
229937;0;142;2065;10;10;0;0
229949;0;4;74;12;12;0;0
229959;0;84;1332;7;7;1;1
229965;1;117;1782;8;8;1;1
229974;0;149;2151;9;9;1;1
229980;1;110;1703;9;9;0;0
229985;0;32;455;8;8;0;0
230023;0;109;1695;9;9;1;1
230044;0;141;2032;8;8;1;1
230051;1;47;781;7;7;1;1
230055;0;107;1671;7;7;1;1
230060;0;107;1673;6;6;1;1
230073;0;95;1544;9;9;0;0
230075;0;106;1659;9;9;0;0
230100;1;119;1804;9;9;1;1
230114;0;44;743;9;9;1;1
230117;0;74;1210;8;8;1;1
230121;0;65;1012;5;5;0;0
230147;0;35;566;8;8;1;1
230148;1;70;1123;7;7;0;0
230150;0;76;1248;9;9;0;0
230152;0;32;471;9;9;1;1
230153;0;107;1673;6;6;1;1
230167;0;145;2098;6;6;0;0
230192;0;94;1527;6;6;1;1
230195;0;82;1299;8;8;0;0
230206;0;94;1528;7;7;0;0
230214;0;46;775;7;7;1;1
230225;1;66;1026;10;10;0;0
230230;0;65;1015;9;9;1;1
230244;0;117;1782;8;8;1;1
230247;0;110;1705;7;7;1;1
230248;0;82;1307;5;5;1;1
230251;0;150;2171;8;8;1;1
230259;0;30;427;8;8;1;1
230264;1;48;808;5;5;0;0
230267;0;71;1129;6;6;1;1
230270;0;117;1781;7;7;0;0
230286;0;140;2022;6;6;1;1
230289;0;41;682;8;8;1;1
230294;0;150;2177;7;7;0;0
230308;0;119;1804;9;9;1;1
230321;0;38;621;7;7;1;1
230331;0;86;1371;7;7;0;0
230349;1;87;1387;6;6;0;0
230353;0;108;1676;6;6;0;0
230369;0;107;1670;6;6;0;0
230370;0;84;1340;5;5;0;0
230379;0;133;1929;6;6;0;0
230409;0;119;1804;9;9;1;1
230424;0;112;1731;10;10;1;1
230432;0;107;1664;9;9;1;1
230455;0;94;1529;8;8;0;0
230456;0;86;1383;7;7;1;1
230457;0;145;2102;9;9;1;1
230468;0;92;1498;8;8;0;0
230469;0;38;612;7;7;1;1
230488;0;22;290;8;8;0;0
230501;1;133;1940;5;5;1;1
230505;0;83;1326;6;6;1;1
230516;0;82;1305;6;6;1;1
230518;0;137;1985;10;10;1;1
230522;1;149;2147;9;9;0;0
230538;0;139;2007;8;8;0;0
230544;0;43;733;8;8;1;1
230546;0;82;1299;8;8;0;0
230563;0;141;2041;9;9;0;0
230566;0;108;1681;9;9;0;0
230570;0;88;1418;8;8;0;0
230583;0;25;333;8;8;1;1
230586;0;108;1675;8;8;1;1
230594;0;148;2131;8;8;0;0
230602;0;88;1418;8;8;0;0
230627;0;119;1812;8;8;1;1
230746;0;93;1515;8;8;1;1
230807;0;96;1570;7;7;0;0
231113;0;43;711;7;7;1;1
231747;0;72;1180;9;9;1;1
231772;0;141;2030;8;8;0;0
232091;0;88;1418;8;8;0;0
232592;0;70;1116;9;9;0;0
233002;0;96;1563;8;8;0;0
233028;0;34;544;7;7;0;0
233866;0;35;566;8;8;1;1
233874;0;22;295;7;7;0;0
233888;0;25;322;9;9;1;1
233920;0;143;2078;6;6;0;0
233986;0;29;398;6;6;1;1
234026;0;30;414;6;6;0;0
234299;0;83;1317;5;5;1;1
234300;1;138;1995;12;12;0;0
234373;0;48;813;12;12;1;1
234657;0;96;1561;6;6;1;1
234676;0;29;395;12;12;0;0
234688;0;148;2136;12;12;1;1
234703;0;32;458;7;7;1;1
234816;0;5;90;7;7;1;1
234856;1;92;1486;8;8;0;0
235020;0;137;1992;10;10;1;1
235021;1;67;1056;9;9;0;0
235024;0;39;641;8;8;0;0
235327;0;139;2007;8;8;0;0
235414;0;43;722;8;8;0;0
235531;0;85;1360;7;7;1;1
235605;0;28;355;8;8;0;0
235653;0;132;1924;7;7;0;0
235660;1;44;742;6;6;0;0
235662;0;145;2096;6;6;0;0
235689;0;93;1520;7;7;0;0
235707;0;148;2132;7;7;0;0
235713;1;32;466;9;9;0;0
235743;0;97;1576;5;5;0;0
235965;1;135;1963;9;9;0;0
235967;0;32;471;9;9;1;1
235973;0;29;395;12;12;0;0
235974;0;150;2169;8;8;0;0
235977;0;45;767;9;9;1;1
235979;0;34;535;9;9;0;0
235990;0;69;1092;7;7;0;0
235991;0;119;1807;8;8;1;1
235993;0;103;1626;12;12;1;1
236004;0;33;512;10;10;0;0
236021;0;146;2108;9;9;0;0
236022;0;93;1518;9;9;0;0
236024;0;104;1638;9;9;1;1
236027;0;32;481;8;8;1;1
236029;0;138;1997;10;10;1;1
236032;0;88;1401;9;9;0;0
236034;0;133;1936;9;9;1;1
236038;0;93;1517;7;7;0;0
236042;0;146;2121;7;7;0;0
236043;0;86;1375;9;9;0;0
236051;0;142;2056;10;10;1;1
236052;0;32;451;9;9;0;0
236057;0;85;1354;7;7;0;0
236058;0;107;1665;7;7;0;0
236061;1;150;2176;5;5;1;1
236079;1;86;1383;7;7;1;1
236110;0;93;1512;8;8;0;0
236122;0;88;1401;9;9;0;0
236134;0;69;1089;8;8;0;0
236177;0;95;1545;9;9;1;1
236180;0;29;400;12;12;0;0
236191;1;91;1477;9;9;1;1
236194;0;83;1314;9;9;1;1
236200;0;96;1572;9;9;0;0
236202;0;148;2137;10;10;1;1
236210;1;146;2105;8;8;1;1
236213;0;107;1672;9;9;0;0
236216;0;92;1486;8;8;0;0
236220;0;93;1516;9;9;1;1
236222;0;146;2107;9;9;1;1
236227;0;148;2132;7;7;0;0
236237;1;31;432;10;10;0;0
236243;0;32;468;8;8;0;0
236245;0;69;1088;9;9;0;0
236251;0;87;1391;7;7;0;0
236257;1;150;2175;7;7;1;1
236264;0;84;1331;8;8;0;0
236270;0;149;2152;8;8;0;0
236280;0;141;2027;6;6;1;1
236284;0;96;1571;7;7;0;0
236304;1;139;2009;9;9;0;0
236331;0;140;2016;9;9;0;0
236332;0;33;504;9;9;0;0
236360;0;150;2168;6;6;1;1
236399;0;6;96;8;8;0;0
236406;0;71;1166;7;7;1;1
236407;0;30;422;8;8;1;1
236420;0;108;1675;8;8;1;1
236424;0;41;682;8;8;1;1
236427;0;89;1438;9;9;0;0
236456;0;88;1422;9;9;0;0
236463;1;108;1675;8;8;1;1
236469;0;146;2105;8;8;1;1
236471;0;141;2049;8;8;1;1
236499;0;37;599;9;9;0;0
236505;0;43;735;9;9;0;0
236508;0;69;1101;9;9;0;0
236523;0;66;1034;7;7;1;1
236545;0;4;74;12;12;0;0
236548;0;46;774;9;9;0;0
236551;0;88;1417;9;9;0;0
236559;1;25;329;8;8;0;0
236560;0;40;656;7;7;1;1
236562;0;82;1299;8;8;0;0
