ID_ALUNO;ID_SALA_ALOCADA;ID_ESCOLA;ETAPA_DESEJADA;ETAPA_OFERECIDA;DISTANCIA_KM;CUSTO_TOTAL
0;446;126;8;8;17275.82;17.28
1;30;493;13;13;9427.08;9.43
2;720;299;13;13;19908.70;19.91
3;885;129;5;5;15355.87;15.36
4;352;119;5;5;15859.70;15.86
5;505;255;9;9;8138.56;8.14
6;451;175;6;6;3206.09;3.21
7;800;210;3;3;9856.14;9.86
8;190;64;11;11;10027.59;10.03
9;534;448;10;10;2646.83;2.65
10;322;285;11;11;10083.09;10.08
11;766;414;9;9;7442.90;7.44
12;527;76;8;8;17816.82;17.82
13;24;383;5;5;8671.38;8.67
14;766;414;9;9;6111.68;6.11
15;969;458;13;13;17222.28;17.22
16;547;435;9;9;5977.31;5.98
17;24;383;5;5;9467.86;9.47
18;163;101;1;1;15262.59;15.26
19;602;237;10;10;8982.23;8.98
20;-1;NA;7;NA;0.00;100.00
21;7;424;8;8;5091.72;5.09
22;290;324;9;9;8440.12;8.44
23;807;330;13;13;4942.06;4.94
24;685;211;5;5;8629.80;8.63
25;226;453;2;2;13103.74;13.10
26;461;364;11;11;8808.16;8.81
27;980;94;2;2;9504.62;9.50
28;662;99;1;1;8888.10;8.89
29;518;317;11;11;6853.49;6.85
30;-1;NA;8;NA;0.00;100.00
31;-1;NA;8;NA;0.00;100.00
32;367;338;9;9;5108.93;5.11
33;646;343;5;5;2832.82;2.83
34;118;417;9;9;10225.98;10.23
35;726;299;7;7;7587.48;7.59
36;630;414;10;10;19158.61;19.16
37;192;123;12;12;19932.09;19.93
38;128;232;1;1;8313.79;8.31
39;691;280;5;5;7070.38;7.07
40;128;232;1;1;7369.69;7.37
41;459;59;4;4;9113.46;9.11
42;558;211;11;11;2932.67;2.93
43;678;421;5;5;5660.35;5.66
44;390;36;7;7;11380.14;11.38
45;295;405;12;12;12005.03;12.01
46;184;94;12;12;17273.57;17.27
47;742;388;7;7;9266.55;9.27
48;517;236;4;4;13689.83;13.69
49;740;28;6;6;13618.96;13.62
50;768;422;5;5;6232.01;6.23
51;126;277;3;3;17946.79;17.95
52;217;393;4;4;1599.54;1.60
53;401;488;10;10;7530.71;7.53
54;417;65;2;2;1908.32;1.91
55;576;67;12;12;836.91;0.84
56;262;275;5;5;16154.36;16.15
57;284;387;13;13;7768.57;7.77
58;566;280;2;2;6244.89;6.24
59;544;224;8;8;8456.98;8.46
60;672;331;8;8;9913.17;9.91
61;713;492;9;9;13520.59;13.52
62;780;126;13;13;8011.16;8.01
63;237;221;12;12;11882.85;11.88
64;758;245;5;5;10081.63;10.08
65;775;305;12;12;10803.90;10.80
66;822;49;4;4;2253.50;2.25
67;525;107;8;8;6461.98;6.46
68;105;336;4;4;5241.06;5.24
69;17;313;6;6;7993.84;7.99
70;40;101;8;8;14389.76;14.39
71;169;415;9;9;9672.89;9.67
72;780;126;13;13;3166.23;3.17
73;-1;NA;5;NA;0.00;100.00
74;109;56;5;5;2080.60;2.08
75;-1;NA;3;NA;0.00;100.00
76;199;342;5;5;8353.55;8.35
77;380;210;3;3;13552.67;13.55
78;781;398;7;7;10973.48;10.97
79;438;211;10;10;13414.14;13.41
80;510;420;12;12;14506.98;14.51
81;40;101;8;8;14264.99;14.26
82;71;423;5;5;6442.63;6.44
83;835;424;11;11;20076.26;20.08
84;511;420;5;5;8298.19;8.30
85;195;390;11;11;2011.98;2.01
86;795;97;7;7;7172.12;7.17
87;806;488;6;6;3864.31;3.86
88;929;220;4;4;6374.35;6.37
89;575;241;5;5;8134.20;8.13
90;940;47;13;13;12331.38;12.33
91;495;197;6;6;14251.03;14.25
92;411;98;6;6;4058.27;4.06
93;698;120;8;8;11853.42;11.85
94;222;386;6;6;16761.47;16.76
95;7;424;8;8;7376.74;7.38
96;22;127;6;6;12267.64;12.27
97;598;47;3;3;15473.36;15.47
98;64;173;6;6;1536.56;1.54
99;680;85;8;8;10242.25;10.24
100;209;478;6;6;12610.96;12.61
101;475;17;5;5;6962.46;6.96
102;435;78;10;10;7052.51;7.05
103;898;301;13;13;8449.85;8.45
104;782;181;3;3;6635.62;6.64
105;39;32;7;7;8453.61;8.45
106;556;238;1;1;8506.43;8.51
107;359;116;12;12;4367.73;4.37
108;250;85;13;13;7240.02;7.24
109;-1;NA;6;NA;0.00;100.00
110;946;41;11;11;9353.81;9.35
111;726;299;7;7;6684.92;6.68
112;72;30;8;8;10706.11;10.71
113;177;135;12;12;12760.65;12.76
114;157;240;6;6;749.85;0.75
115;74;452;9;9;10074.26;10.07
116;496;55;10;10;6714.79;6.71
117;-1;NA;5;NA;0.00;100.00
118;543;362;6;6;10110.10;10.11
119;787;77;8;8;1793.75;1.79
120;351;247;1;1;5987.36;5.99
121;239;203;9;9;7214.61;7.21
122;121;114;11;11;6215.73;6.22
123;330;402;3;3;5930.25;5.93
124;184;94;12;12;10391.35;10.39
125;304;243;7;7;4601.85;4.60
126;526;433;4;4;2486.04;2.49
127;-1;NA;1;NA;0.00;100.00
128;557;269;6;6;10420.71;10.42
129;471;39;1;1;2784.42;2.78
130;363;326;1;1;12924.30;12.92
131;381;445;9;9;7568.09;7.57
132;279;194;5;5;18797.36;18.80
133;432;498;5;5;8807.78;8.81
134;511;420;5;5;14677.45;14.68
135;942;474;1;1;11078.73;11.08
136;798;499;3;3;10466.97;10.47
137;960;25;7;7;16501.76;16.50
138;665;398;3;3;5986.72;5.99
139;492;494;4;4;11570.71;11.57
140;828;57;5;5;11138.72;11.14
141;281;193;1;1;14644.67;14.64
142;217;393;4;4;13010.70;13.01
143;569;317;9;9;9440.61;9.44
144;557;269;6;6;4058.17;4.06
145;882;463;8;8;2774.44;2.77
146;-1;NA;12;NA;0.00;100.00
147;79;38;1;1;6122.56;6.12
148;259;65;3;3;8814.73;8.81
149;252;89;1;1;10901.96;10.90
150;659;307;7;7;10391.70;10.39
151;-1;NA;7;NA;0.00;100.00
152;638;346;2;2;9345.77;9.35
153;460;432;13;13;4734.07;4.73
154;823;162;13;13;1145.36;1.15
155;240;448;13;13;7478.07;7.48
156;525;107;8;8;6887.27;6.89
157;246;328;3;3;5553.14;5.55
158;285;155;9;9;11583.41;11.58
159;895;459;13;13;6446.57;6.45
160;415;340;7;7;16696.79;16.70
161;522;495;10;10;5001.19;5.00
162;309;391;12;12;2291.92;2.29
163;182;32;2;2;938.31;0.94
164;420;391;11;11;13866.63;13.87
165;319;278;2;2;10457.06;10.46
166;529;199;1;1;4312.27;4.31
167;7;424;8;8;8949.57;8.95
168;106;9;12;12;7326.58;7.33
169;146;417;3;3;12531.87;12.53
170;786;378;4;4;11320.39;11.32
171;373;252;7;7;9711.20;9.71
172;64;173;6;6;6285.62;6.29
173;542;18;7;7;7191.52;7.19
174;904;118;12;12;7324.75;7.32
175;324;51;2;2;9898.36;9.90
176;160;315;6;6;6844.66;6.84
177;289;435;11;11;1734.03;1.73
178;706;390;1;1;10754.76;10.75
179;518;317;11;11;11724.97;11.72
180;60;192;13;13;12391.63;12.39
181;171;484;13;13;19732.21;19.73
182;81;158;1;1;9212.03;9.21
183;813;467;6;6;17103.42;17.10
184;313;454;1;1;8982.79;8.98
185;659;307;7;7;5119.23;5.12
186;296;107;6;6;8733.11;8.73
187;873;314;7;7;6550.71;6.55
188;-1;NA;13;NA;0.00;100.00
189;371;334;1;1;11572.69;11.57
190;170;131;4;4;5190.54;5.19
191;682;215;4;4;9389.92;9.39
192;952;410;4;4;15025.51;15.03
193;156;253;1;1;5906.89;5.91
194;693;97;1;1;12027.43;12.03
195;119;130;11;11;8247.51;8.25
196;124;89;3;3;6976.51;6.98
197;697;249;2;2;12105.57;12.11
198;325;208;13;13;11740.15;11.74
199;338;225;7;7;15078.09;15.08
200;888;286;3;3;5275.28;5.28
201;-1;NA;1;NA;0.00;100.00
202;419;51;1;1;13491.65;13.49
203;200;259;7;7;7631.24;7.63
204;318;386;10;10;5357.52;5.36
205;978;147;4;4;5967.67;5.97
206;457;384;3;3;12839.24;12.84
207;509;278;7;7;20298.98;20.30
208;191;261;1;1;6625.99;6.63
209;80;201;3;3;2345.78;2.35
210;149;220;2;2;5963.10;5.96
211;196;136;10;10;2536.49;2.54
212;680;85;8;8;8562.96;8.56
213;813;467;6;6;10614.68;10.61
214;811;115;4;4;9913.99;9.91
215;591;357;1;1;12149.88;12.15
216;892;13;3;3;16648.89;16.65
217;590;315;4;4;4406.49;4.41
218;-1;NA;3;NA;0.00;100.00
219;220;237;2;2;4566.62;4.57
220;963;3;3;3;13980.96;13.98
221;136;462;7;7;7229.20;7.23
222;-1;NA;2;NA;0.00;100.00
223;108;257;4;4;7957.98;7.96
224;-1;NA;9;NA;0.00;100.00
225;-1;NA;6;NA;0.00;100.00
226;585;404;6;6;7508.03;7.51
227;690;438;1;1;10055.51;10.06
228;9;399;8;8;8839.65;8.84
229;-1;NA;1;NA;0.00;100.00
230;347;361;8;8;6607.33;6.61
231;319;278;2;2;2539.43;2.54
232;935;130;4;4;6555.58;6.56
233;817;431;13;13;5992.88;5.99
234;658;25;9;9;16259.88;16.26
235;293;269;6;6;7623.16;7.62
236;371;334;1;1;20086.42;20.09
237;593;205;7;7;723.75;0.72
238;318;386;10;10;535.87;0.54
239;463;429;3;3;3858.42;3.86
240;808;279;2;2;3389.19;3.39
241;687;168;9;9;3597.89;3.60
242;950;461;7;7;2650.38;2.65
243;44;231;10;10;10724.11;10.72
244;741;458;7;7;8612.77;8.61
245;862;288;11;11;7663.31;7.66
246;333;325;13;13;17920.05;17.92
247;533;346;6;6;9997.33;10.00
248;903;150;6;6;5742.50;5.74
249;378;373;2;2;16751.54;16.75
250;237;221;12;12;14010.35;14.01
251;138;40;9;9;1195.45;1.20
252;631;396;13;13;2372.29;2.37
253;398;115;5;5;11079.86;11.08
254;314;140;12;12;2150.07;2.15
255;446;126;8;8;2578.85;2.58
256;-1;NA;4;NA;0.00;100.00
257;617;187;8;8;6831.36;6.83
258;910;299;3;3;10105.45;10.11
259;646;343;5;5;6870.46;6.87
260;410;203;2;2;16368.47;16.37
261;472;144;6;6;7022.67;7.02
262;247;65;5;5;7626.77;7.63
263;773;466;6;6;17943.12;17.94
264;941;489;10;10;4401.50;4.40
265;904;118;12;12;3023.61;3.02
266;528;364;3;3;7412.35;7.41
267;352;119;5;5;19696.11;19.70
268;369;478;8;8;13539.00;13.54
269;121;114;11;11;11742.66;11.74
270;-1;NA;13;NA;0.00;100.00
271;708;118;9;9;13279.26;13.28
272;701;268;2;2;3757.23;3.76
273;597;191;4;4;8613.18;8.61
274;566;280;2;2;21662.72;21.66
275;832;260;5;5;4562.88;4.56
276;333;325;13;13;6228.45;6.23
277;26;67;9;9;6636.25;6.64
278;114;381;3;3;4348.03;4.35
279;335;313;2;2;8280.67;8.28
280;158;456;13;13;16743.14;16.74
281;109;56;5;5;12259.31;12.26
282;226;453;2;2;2261.27;2.26
283;436;49;12;12;17201.63;17.20
284;692;184;7;7;4191.55;4.19
285;206;30;1;1;9510.99;9.51
286;430;302;11;11;16610.98;16.61
287;508;426;13;13;13319.19;13.32
288;435;78;10;10;14738.08;14.74
289;680;85;8;8;11366.69;11.37
290;496;55;10;10;7426.73;7.43
291;469;50;10;10;5230.22;5.23
292;646;343;5;5;7443.88;7.44
293;459;59;4;4;9890.81;9.89
294;831;152;5;5;3375.35;3.38
295;121;114;11;11;15288.33;15.29
296;201;69;13;13;10257.46;10.26
297;316;452;6;6;4374.49;4.37
298;478;212;9;9;14693.29;14.69
299;523;233;10;10;11313.98;11.31
300;717;401;8;8;3015.43;3.02
301;725;120;4;4;5591.05;5.59
302;701;268;2;2;12234.45;12.23
303;190;64;11;11;1688.75;1.69
304;310;375;3;3;14311.36;14.31
305;673;470;9;9;17129.90;17.13
306;795;97;7;7;6019.94;6.02
307;548;185;11;11;11199.21;11.20
308;212;404;11;11;5150.74;5.15
309;533;346;6;6;12015.86;12.02
310;937;280;12;12;283.34;0.28
311;262;275;5;5;10878.32;10.88
312;583;5;9;9;16238.48;16.24
313;870;468;1;1;9140.77;9.14
314;80;201;3;3;11324.45;11.32
315;623;108;12;12;8350.69;8.35
316;934;362;8;8;6985.59;6.99
317;867;81;2;2;11609.42;11.61
318;403;368;5;5;4282.57;4.28
319;735;75;10;10;11324.02;11.32
320;380;210;3;3;12280.94;12.28
321;400;70;5;5;9235.14;9.24
322;960;25;7;7;4505.13;4.51
323;442;153;8;8;19064.84;19.06
324;294;366;4;4;8863.73;8.86
325;827;203;1;1;14454.15;14.45
326;937;280;12;12;13008.37;13.01
327;907;19;11;11;4558.32;4.56
328;594;418;6;6;3525.38;3.53
329;698;120;8;8;7161.10;7.16
330;-1;NA;1;NA;0.00;100.00
331;941;489;10;10;5488.97;5.49
332;142;4;4;4;5473.37;5.47
333;96;374;6;6;8278.43;8.28
334;541;322;3;3;4364.02;4.36
335;747;293;11;11;7608.67;7.61
336;912;463;10;10;3635.01;3.64
337;33;493;10;10;7896.95;7.90
338;821;356;12;12;14749.65;14.75
339;303;109;4;4;9036.41;9.04
340;581;392;6;6;12370.67;12.37
341;699;125;13;13;11009.88;11.01
342;9;399;8;8;8869.28;8.87
343;527;76;8;8;4820.11;4.82
344;101;219;3;3;4440.35;4.44
345;796;155;1;1;8022.24;8.02
346;-1;NA;11;NA;0.00;100.00
347;973;379;3;3;6260.83;6.26
348;590;315;4;4;4755.74;4.76
349;768;422;5;5;7114.65;7.11
350;232;373;8;8;13696.16;13.70
351;350;68;8;8;11514.35;11.51
352;82;205;7;7;9077.99;9.08
353;539;410;12;12;7648.83;7.65
354;743;303;6;6;5072.02;5.07
355;2;71;12;12;12797.35;12.80
356;611;334;6;6;18747.50;18.75
357;468;477;3;3;1736.68;1.74
358;384;6;7;7;4938.97;4.94
359;413;417;5;5;7066.08;7.07
360;328;41;2;2;10251.21;10.25
361;246;328;3;3;15280.66;15.28
362;683;98;6;6;5866.24;5.87
363;260;135;13;13;9736.29;9.74
364;53;341;6;6;2763.76;2.76
365;65;84;3;3;5574.79;5.57
366;512;348;2;2;17883.06;17.88
367;149;220;2;2;11279.86;11.28
368;515;360;4;4;14139.33;14.14
369;842;184;7;7;1585.17;1.59
370;326;312;3;3;13485.90;13.49
371;867;81;2;2;5602.77;5.60
372;872;127;10;10;12721.63;12.72
373;587;34;5;5;9285.63;9.29
374;971;119;12;12;19930.54;19.93
375;574;470;3;3;5464.19;5.46
376;745;164;7;7;8441.71;8.44
377;31;239;1;1;12764.79;12.76
378;699;125;13;13;9769.72;9.77
379;426;466;11;11;12030.77;12.03
380;600;338;10;10;6767.22;6.77
381;225;401;4;4;11890.27;11.89
382;266;180;13;13;3634.29;3.63
383;755;106;5;5;9841.85;9.84
384;944;194;3;3;10836.12;10.84
385;199;342;5;5;17382.85;17.38
386;49;157;12;12;4888.61;4.89
387;965;94;2;2;14378.50;14.38
388;923;196;3;3;3584.75;3.58
389;178;265;9;9;8385.50;8.39
390;439;465;4;4;12741.68;12.74
391;955;403;11;11;7186.54;7.19
392;613;79;11;11;4656.98;4.66
393;917;467;6;6;7685.23;7.69
394;119;130;11;11;4132.29;4.13
395;47;346;8;8;15180.76;15.18
396;775;305;12;12;10949.07;10.95
397;529;199;1;1;18807.93;18.81
398;601;355;13;13;9751.41;9.75
399;522;495;10;10;6107.36;6.11
400;212;404;11;11;2848.87;2.85
401;303;109;4;4;9822.52;9.82
402;189;72;4;4;12228.27;12.23
403;399;11;3;3;7184.11;7.18
404;248;382;7;7;3800.45;3.80
405;149;220;2;2;13029.48;13.03
406;255;42;4;4;7898.96;7.90
407;741;458;7;7;11583.38;11.58
408;694;78;2;2;21243.66;21.24
409;444;163;3;3;4690.91;4.69
410;953;207;7;7;4829.58;4.83
411;636;414;10;10;19610.18;19.61
412;513;138;13;13;11756.33;11.76
413;633;75;13;13;8205.50;8.21
414;844;71;4;4;4193.44;4.19
415;481;229;5;5;15072.47;15.07
416;717;401;8;8;8724.12;8.72
417;976;497;5;5;5902.16;5.90
418;29;310;3;3;9165.59;9.17
419;193;182;12;12;2657.62;2.66
420;108;257;4;4;6073.77;6.07
421;833;48;10;10;7828.27;7.83
422;610;350;3;3;13693.21;13.69
423;469;50;10;10;14059.83;14.06
424;463;429;3;3;3974.53;3.97
425;419;51;1;1;12159.73;12.16
426;931;292;13;13;7609.40;7.61
427;842;184;7;7;7551.02;7.55
428;935;130;4;4;6322.55;6.32
429;885;129;5;5;3831.12;3.83
430;879;248;8;8;5585.30;5.59
431;317;204;8;8;13324.33;13.32
432;574;470;3;3;16338.14;16.34
433;535;267;6;6;7861.74;7.86
434;671;387;11;11;11748.34;11.75
435;878;238;8;8;14173.89;14.17
436;83;219;13;13;6102.29;6.10
437;906;22;9;9;7400.78;7.40
438;844;71;4;4;10453.46;10.45
439;975;422;11;11;1571.08;1.57
440;681;362;12;12;12408.48;12.41
441;439;465;4;4;18705.49;18.71
442;290;324;9;9;11448.11;11.45
443;89;246;2;2;6837.30;6.84
444;141;452;7;7;5561.29;5.56
445;203;109;1;1;16793.78;16.79
446;855;126;8;8;12176.41;12.18
447;55;338;5;5;18161.90;18.16
448;19;66;5;5;677.54;0.68
449;23;174;12;12;8883.11;8.88
450;419;51;1;1;12721.88;12.72
451;374;481;7;7;10560.02;10.56
452;794;235;7;7;7747.52;7.75
453;822;49;4;4;14381.41;14.38
454;108;257;4;4;7741.55;7.74
455;404;331;7;7;8742.43;8.74
456;745;164;7;7;15507.44;15.51
457;-1;NA;11;NA;0.00;100.00
458;833;48;10;10;8162.46;8.16
459;29;310;3;3;11269.56;11.27
460;176;13;6;6;4474.69;4.47
461;772;426;13;13;13153.69;13.15
462;160;315;6;6;7881.43;7.88
463;934;362;8;8;3345.62;3.35
464;709;442;10;10;8252.36;8.25
465;377;79;13;13;6601.33;6.60
466;441;398;9;9;7623.79;7.62
467;-1;NA;11;NA;0.00;100.00
468;9;399;8;8;6992.90;6.99
469;400;70;5;5;17125.07;17.13
470;539;410;12;12;13987.65;13.99
471;945;225;5;5;9505.84;9.51
472;403;368;5;5;11799.67;11.80
473;700;241;3;3;11549.43;11.55
474;730;266;11;11;21527.96;21.53
475;448;116;10;10;5375.10;5.38
476;553;277;2;2;4970.76;4.97
477;477;366;9;9;8509.49;8.51
478;469;50;10;10;4254.20;4.25
479;470;15;13;13;17318.29;17.32
480;-1;NA;3;NA;0.00;100.00
481;647;442;4;4;17263.61;17.26
482;-1;NA;6;NA;0.00;100.00
483;311;125;1;1;4624.77;4.62
484;495;197;6;6;14137.54;14.14
485;575;241;5;5;11545.68;11.55
486;927;381;12;12;10153.61;10.15
487;710;276;12;12;4072.51;4.07
488;687;168;9;9;3998.29;4.00
489;630;414;10;10;8828.96;8.83
490;25;217;2;2;3448.58;3.45
491;901;214;10;10;8135.11;8.14
492;644;156;7;7;3477.81;3.48
493;422;485;11;11;15488.01;15.49
494;789;222;10;10;11597.90;11.60
495;166;21;11;11;13674.68;13.67
496;28;487;13;13;9176.10;9.18
497;423;478;9;9;2753.09;2.75
498;519;98;8;8;8521.09;8.52
499;380;210;3;3;4770.54;4.77
500;397;184;11;11;10867.84;10.87
501;86;410;1;1;1950.84;1.95
502;553;277;2;2;4850.29;4.85
503;900;409;10;10;11215.08;11.22
504;164;485;6;6;4118.33;4.12
505;257;462;5;5;2623.28;2.62
506;-1;NA;11;NA;0.00;100.00
507;560;419;8;8;14789.46;14.79
508;260;135;13;13;4182.83;4.18
509;342;370;10;10;7905.67;7.91
510;240;448;13;13;15742.56;15.74
511;948;189;7;7;4804.04;4.80
512;605;224;3;3;3416.56;3.42
513;830;124;1;1;7606.12;7.61
514;356;460;6;6;3787.87;3.79
515;174;8;12;12;9706.39;9.71
516;538;328;9;9;11176.69;11.18
517;135;327;7;7;7095.13;7.10
518;887;348;5;5;19727.91;19.73
519;412;76;12;12;17695.61;17.70
520;916;26;2;2;1779.76;1.78
521;101;219;3;3;10193.58;10.19
522;541;322;3;3;14665.32;14.67
523;161;211;13;13;3269.25;3.27
524;-1;NA;12;NA;0.00;100.00
525;658;25;9;9;13893.71;13.89
526;865;243;8;8;5588.93;5.59
527;476;17;10;10;13784.40;13.78
528;554;81;2;2;17499.31;17.50
529;753;123;6;6;15476.47;15.48
530;687;168;9;9;2840.97;2.84
531;650;290;7;7;2473.79;2.47
532;84;421;3;3;19449.01;19.45
533;35;249;8;8;7282.50;7.28
534;72;30;8;8;3644.94;3.64
535;163;101;1;1;7740.32;7.74
536;43;249;6;6;2820.29;2.82
537;939;222;7;7;14872.50;14.87
538;289;435;11;11;2768.50;2.77
539;567;495;11;11;13038.83;13.04
540;51;361;5;5;3335.74;3.34
541;-1;NA;12;NA;0.00;100.00
542;887;348;5;5;19459.24;19.46
543;885;129;5;5;17043.02;17.04
544;582;192;13;13;8829.36;8.83
545;355;198;1;1;12995.98;13.00
546;150;397;4;4;12980.76;12.98
547;81;158;1;1;11754.49;11.75
548;-1;NA;6;NA;0.00;100.00
549;776;322;12;12;5264.93;5.26
550;406;63;5;5;15148.02;15.15
551;446;126;8;8;6804.67;6.80
552;24;383;5;5;7762.39;7.76
553;206;30;1;1;12353.63;12.35
554;423;478;9;9;3539.75;3.54
555;-1;NA;9;NA;0.00;100.00
556;730;266;11;11;17806.61;17.81
557;542;18;7;7;17055.60;17.06
558;945;225;5;5;5162.20;5.16
559;543;362;6;6;2847.43;2.85
560;314;140;12;12;7819.75;7.82
561;602;237;10;10;6546.94;6.55
562;967;178;13;13;17194.79;17.19
563;430;302;11;11;10111.78;10.11
564;157;240;6;6;16482.03;16.48
565;407;261;7;7;7604.22;7.60
566;366;258;1;1;11792.21;11.79
567;734;409;2;2;5812.07;5.81
568;386;370;4;4;3815.14;3.82
569;283;272;4;4;4428.87;4.43
570;893;27;10;10;6489.37;6.49
571;255;42;4;4;4372.07;4.37
572;935;130;4;4;8869.35;8.87
573;-1;NA;7;NA;0.00;100.00
574;163;101;1;1;5255.64;5.26
575;27;82;10;10;11459.56;11.46
576;728;235;11;11;8724.13;8.72
577;141;452;7;7;7177.37;7.18
578;485;450;13;13;4032.74;4.03
579;496;55;10;10;12193.01;12.19
580;672;331;8;8;16419.79;16.42
581;0;217;8;8;16772.14;16.77
582;463;429;3;3;9626.12;9.63
583;129;189;4;4;760.78;0.76
584;857;54;11;11;6231.12;6.23
585;595;307;4;4;6859.49;6.86
586;977;145;10;10;4375.11;4.38
587;780;126;13;13;3086.71;3.09
588;298;156;10;10;3918.08;3.92
589;198;278;1;1;6698.08;6.70
590;604;427;3;3;8403.64;8.40
591;443;3;4;4;9758.55;9.76
592;524;402;1;1;4606.68;4.61
593;60;192;13;13;3185.40;3.19
594;654;203;1;1;19662.99;19.66
595;334;203;12;12;19514.93;19.51
596;228;260;7;7;11928.62;11.93
597;502;47;11;11;18054.03;18.05
598;164;485;6;6;20544.68;20.54
599;680;85;8;8;10454.66;10.45
600;192;123;12;12;17187.66;17.19
601;923;196;3;3;13166.88;13.17
602;497;168;13;13;16350.69;16.35
603;639;202;8;8;4973.68;4.97
604;339;0;12;12;11863.67;11.86
605;904;118;12;12;10358.94;10.36
606;-1;NA;13;NA;0.00;100.00
607;891;185;13;13;11434.75;11.43
608;861;121;13;13;2276.88;2.28
609;871;297;10;10;10931.86;10.93
610;214;357;12;12;10218.50;10.22
611;721;340;4;4;5481.21;5.48
612;927;381;12;12;11255.32;11.26
613;462;472;13;13;6735.90;6.74
614;28;487;13;13;10319.28;10.32
615;318;386;10;10;19422.07;19.42
616;474;372;9;9;6040.97;6.04
617;929;220;4;4;2323.68;2.32
618;303;109;4;4;6503.35;6.50
619;115;94;1;1;15312.40;15.31
620;254;206;1;1;11942.53;11.94
621;174;8;12;12;18377.22;18.38
622;612;494;9;9;4368.75;4.37
623;911;81;3;3;15473.64;15.47
624;353;236;1;1;13948.66;13.95
625;642;344;1;1;7848.80;7.85
626;675;60;8;8;7325.33;7.33
627;-1;NA;8;NA;0.00;100.00
628;569;317;9;9;15965.25;15.97
629;138;40;9;9;4916.83;4.92
630;411;98;6;6;3111.71;3.11
631;722;136;11;11;2078.48;2.08
632;338;225;7;7;13189.42;13.19
633;251;132;9;9;11699.15;11.70
634;833;48;10;10;7005.38;7.01
635;613;79;11;11;13691.91;13.69
636;881;237;12;12;10409.80;10.41
637;827;203;1;1;10964.42;10.96
638;-1;NA;4;NA;0.00;100.00
639;659;307;7;7;12435.97;12.44
640;451;175;6;6;4349.63;4.35
641;32;158;8;8;21827.14;21.83
642;933;382;1;1;3464.40;3.46
643;418;80;13;13;10462.71;10.46
644;653;380;2;2;5524.50;5.52
645;653;380;2;2;6065.12;6.07
646;466;181;2;2;15848.60;15.85
647;261;164;9;9;8045.89;8.05
648;506;22;1;1;7355.14;7.36
649;217;393;4;4;7676.27;7.68
650;660;195;12;12;5597.34;5.60
651;350;68;8;8;8802.12;8.80
652;276;355;12;12;14911.36;14.91
653;16;44;1;1;19367.51;19.37
654;417;65;2;2;2318.64;2.32
655;381;445;9;9;13262.50;13.26
656;-1;NA;2;NA;0.00;100.00
657;899;218;6;6;18698.76;18.70
658;51;361;5;5;6413.78;6.41
659;450;177;13;13;3310.29;3.31
660;628;189;9;9;16234.04;16.23
661;376;465;2;2;6751.26;6.75
662;484;155;3;3;4432.69;4.43
663;856;136;10;10;13640.34;13.64
664;883;324;5;5;6644.62;6.64
665;635;340;8;8;6155.48;6.16
666;927;381;12;12;12348.32;12.35
667;862;288;11;11;7925.23;7.93
668;69;481;9;9;12599.85;12.60
669;113;467;10;10;13300.74;13.30
670;358;418;12;12;7625.36;7.63
671;4;173;4;4;6993.63;6.99
672;563;392;3;3;16692.25;16.69
673;771;391;10;10;5501.17;5.50
674;574;470;3;3;8610.74;8.61
675;575;241;5;5;11586.81;11.59
676;827;203;1;1;2233.67;2.23
677;950;461;7;7;4820.38;4.82
678;591;357;1;1;4274.84;4.27
679;234;415;12;12;7595.23;7.60
680;752;412;11;11;6355.08;6.36
681;511;420;5;5;1184.85;1.18
682;163;101;1;1;17122.07;17.12
683;918;77;3;3;4372.76;4.37
684;379;467;4;4;10223.91;10.22
685;373;252;7;7;16576.29;16.58
686;898;301;13;13;8101.64;8.10
687;78;347;8;8;5358.13;5.36
688;857;54;11;11;12597.24;12.60
689;428;344;13;13;5475.53;5.48
690;639;202;8;8;1490.18;1.49
691;653;380;2;2;9297.28;9.30
692;625;243;8;8;7318.17;7.32
693;967;178;13;13;1861.12;1.86
694;396;441;11;11;8043.68;8.04
695;709;442;10;10;6086.34;6.09
696;168;353;10;10;4570.09;4.57
697;677;322;6;6;9313.05;9.31
698;509;278;7;7;3236.17;3.24
699;670;198;5;5;6552.76;6.55
700;832;260;5;5;9207.01;9.21
701;687;168;9;9;8262.72;8.26
702;829;168;2;2;13968.63;13.97
703;508;426;13;13;10093.82;10.09
704;715;414;13;13;9821.80;9.82
705;668;38;11;11;11405.22;11.41
706;592;434;13;13;8085.10;8.09
707;847;124;5;5;9800.63;9.80
708;177;135;12;12;3860.55;3.86
709;745;164;7;7;14257.52;14.26
710;407;261;7;7;506.50;0.51
711;781;398;7;7;11944.03;11.94
712;713;492;9;9;5857.88;5.86
713;74;452;9;9;11894.37;11.89
714;943;209;1;1;6704.16;6.70
715;667;8;2;2;3144.57;3.14
716;-1;NA;13;NA;0.00;100.00
717;406;63;5;5;7705.98;7.71
718;616;436;5;5;7961.91;7.96
719;831;152;5;5;4482.87;4.48
720;125;378;3;3;7538.79;7.54
721;816;292;3;3;4051.69;4.05
722;274;177;10;10;18204.43;18.20
723;475;17;5;5;20154.38;20.15
724;905;191;11;11;17322.23;17.32
725;771;391;10;10;11015.88;11.02
726;900;409;10;10;7861.10;7.86
727;478;212;9;9;7666.75;7.67
728;4;173;4;4;8045.82;8.05
