ID_ALUNO;ID_SALA_ALOCADA;ID_ESCOLA;ETAPA_DESEJADA;ETAPA_OFERECIDA;DISTANCIA_KM;CUSTO_TOTAL
15267;522;495;10;10;1022.63;1.02
15268;603;327;1;1;9816.26;9.82
15269;761;195;9;9;12874.13;12.87
15270;75;338;9;9;13305.18;13.31
15271;153;371;13;13;12350.47;12.35
15272;765;417;5;5;8395.84;8.40
15273;427;166;1;1;918.67;0.92
15274;176;13;6;6;14500.03;14.50
15275;203;109;1;1;16291.21;16.29
15276;894;10;3;3;7649.09;7.65
15277;969;458;13;13;8858.06;8.86
15278;775;305;12;12;9786.78;9.79
15279;90;84;1;1;4240.73;4.24
15280;-1;NA;3;NA;0.00;100.00
15281;59;71;11;11;4337.76;4.34
15282;226;453;2;2;9590.56;9.59
15283;20;218;8;8;14047.97;14.05
15284;420;391;11;11;4628.18;4.63
15285;668;38;11;11;11861.12;11.86
15286;512;348;2;2;6636.34;6.64
15287;888;286;3;3;5127.67;5.13
15288;159;363;9;9;7325.17;7.33
15289;555;330;12;12;3683.59;3.68
15290;946;41;11;11;3838.36;3.84
15291;609;299;2;2;15658.64;15.66
15292;793;47;7;7;12665.20;12.67
15293;241;205;2;2;9419.42;9.42
15294;697;249;2;2;12955.27;12.96
15295;421;479;5;5;16199.62;16.20
15296;838;478;9;9;8243.86;8.24
15297;635;340;8;8;2632.86;2.63
15298;25;217;2;2;11139.05;11.14
15299;144;114;13;13;12608.25;12.61
15300;371;334;1;1;17937.89;17.94
15301;356;460;6;6;4370.93;4.37
15302;554;81;2;2;15312.44;15.31
15303;690;438;1;1;3942.73;3.94
15304;249;64;11;11;14864.03;14.86
15305;956;130;4;4;10829.98;10.83
15306;540;374;6;6;7438.27;7.44
15307;954;416;13;13;10207.33;10.21
15308;269;489;6;6;8308.19;8.31
15309;642;344;1;1;11104.57;11.10
15310;325;208;13;13;5457.01;5.46
15311;663;64;5;5;8305.10;8.31
15312;198;278;1;1;8129.28;8.13
15313;382;77;11;11;11049.61;11.05
15314;978;147;4;4;11399.28;11.40
15315;788;142;10;10;4296.99;4.30
15316;200;259;7;7;3199.99;3.20
15317;821;356;12;12;6373.19;6.37
15318;868;298;9;9;5515.05;5.52
15319;397;184;11;11;11037.88;11.04
15320;645;491;11;11;4951.01;4.95
15321;667;8;2;2;5862.23;5.86
15322;698;120;8;8;7629.76;7.63
15323;428;344;13;13;8980.91;8.98
15324;114;381;3;3;6103.17;6.10
15325;333;325;13;13;13701.47;13.70
15326;598;47;3;3;21857.79;21.86
15327;188;151;7;7;2310.17;2.31
15328;87;443;3;3;3100.00;3.10
15329;76;192;8;8;11258.31;11.26
15330;586;6;10;10;7030.52;7.03
15331;787;77;8;8;2153.90;2.15
15332;822;49;4;4;5491.98;5.49
15333;444;163;3;3;9480.44;9.48
15334;664;321;6;6;8329.27;8.33
15335;915;199;5;5;4336.10;4.34
15336;145;299;10;10;17899.71;17.90
15337;444;163;3;3;13582.07;13.58
15338;81;158;1;1;6427.41;6.43
15339;-1;NA;4;NA;0.00;100.00
15340;97;24;4;4;19188.41;19.19
15341;845;72;11;11;11034.59;11.03
15342;231;9;2;2;15378.86;15.38
15343;577;189;12;12;1785.60;1.79
15344;368;353;12;12;3638.72;3.64
15345;212;404;11;11;3875.29;3.88
15346;292;428;4;4;6156.23;6.16
15347;438;211;10;10;8983.06;8.98
15348;196;136;10;10;4539.39;4.54
15349;929;220;4;4;2469.91;2.47
15350;619;140;13;13;2131.86;2.13
15351;955;403;11;11;9810.58;9.81
15352;963;3;3;3;6594.73;6.59
15353;61;199;12;12;15132.57;15.13
15354;-1;NA;13;NA;0.00;100.00
15355;145;299;10;10;15170.68;15.17
15356;613;79;11;11;9616.51;9.62
15357;650;290;7;7;17573.98;17.57
15358;139;330;3;3;13441.36;13.44
15359;272;57;10;10;12482.90;12.48
15360;773;466;6;6;3151.78;3.15
15361;155;193;2;2;1796.79;1.80
15362;875;489;7;7;10512.94;10.51
15363;55;338;5;5;16501.35;16.50
15364;836;102;4;4;1602.29;1.60
15365;648;323;8;8;7243.07;7.24
15366;371;334;1;1;14639.59;14.64
15367;63;482;7;7;11151.19;11.15
15368;200;259;7;7;4850.71;4.85
15369;732;400;12;12;3501.04;3.50
15370;626;86;8;8;13195.54;13.20
15371;392;140;7;7;11840.78;11.84
15372;826;405;6;6;5222.07;5.22
15373;969;458;13;13;3638.95;3.64
15374;928;245;4;4;9465.45;9.47
15375;301;94;3;3;7718.36;7.72
15376;735;75;10;10;12384.20;12.38
15377;-1;NA;4;NA;0.00;100.00
15378;117;407;4;4;19394.39;19.39
15379;195;390;11;11;6407.40;6.41
15380;603;327;1;1;13429.36;13.43
15381;751;170;6;6;12976.78;12.98
15382;359;116;12;12;7032.40;7.03
15383;400;70;5;5;15911.03;15.91
15384;957;400;7;7;6082.18;6.08
15385;132;247;5;5;12913.30;12.91
15386;290;324;9;9;6894.37;6.89
15387;800;210;3;3;11518.18;11.52
15388;3;94;8;8;6172.77;6.17
15389;-1;NA;7;NA;0.00;100.00
15390;876;354;2;2;11760.07;11.76
15391;237;221;12;12;11198.15;11.20
15392;-1;NA;3;NA;0.00;100.00
15393;688;363;11;11;17783.82;17.78
15394;462;472;13;13;14821.51;14.82
15395;31;239;1;1;5440.64;5.44
15396;614;276;2;2;6614.20;6.61
15397;538;328;9;9;4569.03;4.57
15398;218;246;13;13;5295.90;5.30
15399;942;474;1;1;1035.99;1.04
15400;841;129;5;5;10019.60;10.02
15401;19;66;5;5;12472.78;12.47
15402;290;324;9;9;6207.12;6.21
15403;533;346;6;6;6303.93;6.30
15404;854;457;5;5;13536.07;13.54
15405;382;77;11;11;6914.62;6.91
15406;912;463;10;10;9997.14;10.00
15407;153;371;13;13;16877.61;16.88
15408;847;124;5;5;7149.89;7.15
15409;830;124;1;1;7865.47;7.87
15410;447;300;6;6;6896.67;6.90
15411;812;407;12;12;13994.14;13.99
15412;173;196;11;11;12161.02;12.16
15413;244;78;10;10;11067.80;11.07
15414;483;43;12;12;2430.03;2.43
15415;107;119;9;9;4499.45;4.50
15416;19;66;5;5;12219.93;12.22
15417;890;190;4;4;15944.47;15.94
15418;581;392;6;6;16186.83;16.19
15419;589;34;6;6;3821.96;3.82
15420;721;340;4;4;10104.43;10.10
15421;528;364;3;3;5908.13;5.91
15422;919;231;13;13;18394.62;18.39
15423;823;162;13;13;2637.64;2.64
15424;180;188;4;4;8374.48;8.37
15425;786;378;4;4;9728.35;9.73
15426;408;170;3;3;13162.43;13.16
15427;166;21;11;11;21127.36;21.13
15428;480;409;12;12;9940.97;9.94
15429;781;398;7;7;8873.55;8.87
15430;943;209;1;1;15458.27;15.46
15431;53;341;6;6;9371.47;9.37
15432;465;417;10;10;15180.93;15.18
15433;251;132;9;9;5966.22;5.97
15434;743;303;6;6;17074.73;17.07
15435;526;433;4;4;6297.30;6.30
15436;543;362;6;6;10632.20;10.63
15437;92;231;13;13;12541.59;12.54
15438;976;497;5;5;12089.63;12.09
15439;-1;NA;4;NA;0.00;100.00
15440;723;34;8;8;592.66;0.59
15441;640;355;3;3;7492.24;7.49
15442;953;207;7;7;13234.53;13.23
15443;348;153;12;12;8520.51;8.52
15444;-1;NA;7;NA;0.00;100.00
15445;687;168;9;9;3847.53;3.85
15446;670;198;5;5;6851.57;6.85
15447;400;70;5;5;13453.76;13.45
15448;962;85;3;3;5557.20;5.56
15449;369;478;8;8;10885.09;10.89
15450;618;398;6;6;4536.12;4.54
15451;225;401;4;4;4454.81;4.45
15452;108;257;4;4;10508.74;10.51
15453;798;499;3;3;9337.03;9.34
15454;284;387;13;13;8012.10;8.01
15455;403;368;5;5;10400.59;10.40
15456;796;155;1;1;12730.29;12.73
15457;636;414;10;10;5115.41;5.12
15458;134;453;4;4;17077.89;17.08
15459;770;239;1;1;5290.03;5.29
15460;678;421;5;5;15917.00;15.92
15461;461;364;11;11;6431.76;6.43
15462;147;117;10;10;13518.55;13.52
15463;409;442;12;12;7394.86;7.39
15464;398;115;5;5;3109.65;3.11
15465;553;277;2;2;4939.06;4.94
15466;196;136;10;10;2873.33;2.87
15467;655;168;9;9;14836.46;14.84
15468;538;328;9;9;9542.51;9.54
15469;111;437;2;2;15308.93;15.31
15470;713;492;9;9;5064.03;5.06
15471;813;467;6;6;17910.87;17.91
15472;374;481;7;7;4719.29;4.72
15473;967;178;13;13;21530.36;21.53
15474;123;362;10;10;6383.11;6.38
15475;855;126;8;8;18841.72;18.84
15476;39;32;7;7;3521.50;3.52
15477;484;155;3;3;4739.63;4.74
15478;916;26;2;2;15290.70;15.29
15479;408;170;3;3;13930.27;13.93
15480;567;495;11;11;1420.38;1.42
15481;719;324;11;11;9279.67;9.28
15482;369;478;8;8;6147.74;6.15
15483;876;354;2;2;9173.26;9.17
15484;627;246;6;6;9044.87;9.04
15485;434;217;13;13;10050.75;10.05
15486;451;175;6;6;12733.27;12.73
15487;522;495;10;10;7822.84;7.82
15488;214;357;12;12;1638.16;1.64
15489;648;323;8;8;3493.29;3.49
15490;458;424;5;5;16457.38;16.46
15491;645;491;11;11;2801.96;2.80
15492;79;38;1;1;10772.67;10.77
15493;208;266;8;8;18319.58;18.32
15494;184;94;12;12;17275.53;17.28
15495;920;96;11;11;11938.79;11.94
15496;167;477;9;9;1094.82;1.09
15497;703;0;12;12;5265.47;5.27
15498;694;78;2;2;3154.12;3.15
15499;603;327;1;1;3955.80;3.96
15500;353;236;1;1;11359.35;11.36
15501;617;187;8;8;9717.91;9.72
15502;949;190;7;7;10231.43;10.23
15503;835;424;11;11;11740.48;11.74
15504;205;52;8;8;6776.76;6.78
15505;93;143;10;10;3144.32;3.14
15506;751;170;6;6;7350.24;7.35
15507;717;401;8;8;9540.87;9.54
15508;564;77;2;2;7575.52;7.58
15509;793;47;7;7;18242.23;18.24
15510;407;261;7;7;7785.24;7.79
15511;-1;NA;8;NA;0.00;100.00
15512;959;162;5;5;12787.71;12.79
15513;611;334;6;6;7291.79;7.29
15514;453;100;12;12;3182.36;3.18
15515;796;155;1;1;4523.24;4.52
15516;821;356;12;12;15584.14;15.58
15517;310;375;3;3;12591.90;12.59
15518;39;32;7;7;9745.47;9.75
15519;580;192;4;4;12810.79;12.81
15520;910;299;3;3;9641.32;9.64
15521;323;489;5;5;11486.29;11.49
15522;793;47;7;7;10968.71;10.97
15523;856;136;10;10;13640.26;13.64
15524;745;164;7;7;11234.11;11.23
15525;877;371;5;5;13328.31;13.33
15526;85;482;8;8;4517.07;4.52
15527;446;126;8;8;13089.15;13.09
15528;298;156;10;10;14196.21;14.20
15529;-1;NA;10;NA;0.00;100.00
15530;414;81;9;9;5078.12;5.08
15531;712;82;10;10;10604.12;10.60
15532;684;397;11;11;15224.41;15.22
15533;877;371;5;5;10410.28;10.41
15534;235;204;10;10;20080.34;20.08
15535;882;463;8;8;4309.68;4.31
15536;830;124;1;1;10101.55;10.10
15537;820;421;1;1;11125.57;11.13
15538;620;65;5;5;5029.90;5.03
15539;242;27;9;9;12040.77;12.04
15540;850;479;12;12;12722.73;12.72
15541;159;363;9;9;12986.76;12.99
15542;119;130;11;11;5318.47;5.32
15543;31;239;1;1;12558.38;12.56
15544;6;58;3;3;13685.54;13.69
15545;509;278;7;7;10279.15;10.28
15546;257;462;5;5;13902.83;13.90
15547;399;11;3;3;12664.84;12.66
15548;292;428;4;4;2854.48;2.85
15549;436;49;12;12;15705.11;15.71
15550;767;304;9;9;11089.22;11.09
15551;490;90;2;2;1295.92;1.30
15552;227;107;7;7;3452.46;3.45
15553;407;261;7;7;13427.72;13.43
15554;302;455;12;12;20920.96;20.92
15555;186;192;1;1;11135.86;11.14
15556;216;465;8;8;16816.22;16.82
15557;752;412;11;11;9603.53;9.60
15558;38;443;2;2;11346.81;11.35
15559;811;115;4;4;20857.36;20.86
15560;941;489;10;10;15535.06;15.54
15561;140;278;8;8;13196.11;13.20
15562;180;188;4;4;10956.98;10.96
15563;318;386;10;10;14967.64;14.97
15564;910;299;3;3;14185.07;14.19
15565;395;89;5;5;5847.75;5.85
15566;301;94;3;3;4538.46;4.54
15567;721;340;4;4;12918.55;12.92
15568;152;200;10;10;343.24;0.34
15569;470;15;13;13;1500.89;1.50
15570;719;324;11;11;7737.07;7.74
15571;683;98;6;6;14647.19;14.65
15572;517;236;4;4;12956.23;12.96
15573;199;342;5;5;9056.87;9.06
15574;279;194;5;5;1695.86;1.70
15575;437;116;11;11;11327.52;11.33
15576;454;41;11;11;14505.25;14.51
15577;735;75;10;10;2968.39;2.97
15578;252;89;1;1;2290.16;2.29
15579;436;49;12;12;5497.79;5.50
15580;-1;NA;1;NA;0.00;100.00
15581;918;77;3;3;8242.09;8.24
15582;762;485;9;9;9025.45;9.03
15583;83;219;13;13;3416.63;3.42
15584;268;262;11;11;6812.43;6.81
15585;828;57;5;5;2630.67;2.63
15586;46;456;5;5;6281.24;6.28
15587;-1;NA;13;NA;0.00;100.00
15588;506;22;1;1;8919.40;8.92
15589;835;424;11;11;6726.28;6.73
15590;964;266;10;10;5331.41;5.33
15591;428;344;13;13;4144.82;4.14
15592;-1;NA;6;NA;0.00;100.00
15593;45;495;6;6;11219.33;11.22
15594;215;420;4;4;9206.96;9.21
15595;393;489;13;13;2181.73;2.18
15596;918;77;3;3;10238.02;10.24
15597;659;307;7;7;9269.74;9.27
15598;706;390;1;1;8928.26;8.93
15599;860;223;8;8;7273.69;7.27
15600;937;280;12;12;6616.47;6.62
15601;748;262;4;4;10856.77;10.86
15602;270;363;11;11;5552.41;5.55
15603;235;204;10;10;6272.82;6.27
15604;618;398;6;6;10945.49;10.95
15605;651;204;9;9;15304.16;15.30
15606;541;322;3;3;14759.79;14.76
15607;583;5;9;9;15330.14;15.33
15608;764;251;1;1;3195.44;3.20
15609;165;255;11;11;1589.52;1.59
15610;224;37;11;11;9461.09;9.46
15611;456;251;2;2;9474.28;9.47
15612;649;394;7;7;9882.03;9.88
15613;953;207;7;7;6651.49;6.65
15614;145;299;10;10;2110.93;2.11
15615;154;130;7;7;4941.32;4.94
15616;595;307;4;4;6150.00;6.15
15617;942;474;1;1;4071.00;4.07
15618;377;79;13;13;8755.04;8.76
15619;573;81;11;11;5764.18;5.76
15620;883;324;5;5;2262.36;2.26
15621;750;303;2;2;4059.28;4.06
15622;225;401;4;4;1890.73;1.89
15623;268;262;11;11;5688.46;5.69
15624;754;481;13;13;3931.25;3.93
15625;912;463;10;10;11740.28;11.74
15626;182;32;2;2;16752.67;16.75
15627;826;405;6;6;12313.97;12.31
15628;560;419;8;8;15522.25;15.52
15629;272;57;10;10;1067.40;1.07
15630;225;401;4;4;8777.77;8.78
15631;275;284;7;7;6327.36;6.33
15632;346;68;7;7;10939.62;10.94
15633;779;45;7;7;12026.34;12.03
15634;54;229;1;1;6096.94;6.10
15635;516;1;9;9;13316.32;13.32
15636;712;82;10;10;6761.81;6.76
15637;805;47;5;5;6038.19;6.04
15638;961;245;5;5;7605.00;7.60
15639;-1;NA;13;NA;0.00;100.00
15640;584;98;6;6;9776.77;9.78
15641;176;13;6;6;3384.51;3.38
15642;604;427;3;3;9751.38;9.75
15643;796;155;1;1;6583.03;6.58
15644;320;246;6;6;14833.24;14.83
15645;551;418;10;10;7548.01;7.55
15646;714;100;6;6;7306.66;7.31
15647;465;417;10;10;3219.46;3.22
15648;781;398;7;7;8749.91;8.75
15649;4;173;4;4;5020.97;5.02
15650;519;98;8;8;9274.42;9.27
15651;144;114;13;13;13809.78;13.81
15652;749;377;2;2;12909.86;12.91
15653;119;130;11;11;9239.25;9.24
15654;391;214;4;4;8356.90;8.36
15655;112;58;7;7;6333.60;6.33
15656;192;123;12;12;14924.22;14.92
15657;682;215;4;4;12357.57;12.36
15658;312;70;8;8;17445.61;17.45
15659;480;409;12;12;8755.10;8.76
15660;577;189;12;12;8359.37;8.36
15661;787;77;8;8;10757.39;10.76
15662;-1;NA;8;NA;0.00;100.00
15663;695;154;10;10;9512.57;9.51
15664;-1;NA;10;NA;0.00;100.00
15665;34;224;9;9;5806.85;5.81
15666;729;85;6;6;4805.36;4.81
15667;636;414;10;10;14964.46;14.96
15668;85;482;8;8;15309.40;15.31
15669;228;260;7;7;12089.65;12.09
15670;60;192;13;13;17770.57;17.77
15671;533;346;6;6;6067.45;6.07
15672;166;21;11;11;20711.89;20.71
15673;827;203;1;1;5902.15;5.90
15674;695;154;10;10;7885.68;7.89
15675;76;192;8;8;7347.56;7.35
15676;470;15;13;13;12369.75;12.37
15677;297;306;13;13;4706.16;4.71
15678;863;31;6;6;6075.82;6.08
15679;403;368;5;5;7987.62;7.99
15680;283;272;4;4;9153.24;9.15
15681;489;84;1;1;896.72;0.90
15682;677;322;6;6;2768.71;2.77
15683;192;123;12;12;17902.45;17.90
15684;388;186;6;6;10320.52;10.32
15685;610;350;3;3;1760.94;1.76
15686;754;481;13;13;2663.95;2.66
15687;152;200;10;10;5286.77;5.29
15688;-1;NA;13;NA;0.00;100.00
15689;430;302;11;11;6886.43;6.89
15690;969;458;13;13;12177.67;12.18
15691;307;126;2;2;2724.54;2.72
15692;35;249;8;8;3114.90;3.11
15693;33;493;10;10;5499.39;5.50
15694;558;211;11;11;11165.16;11.17
15695;-1;NA;10;NA;0.00;100.00
15696;592;434;13;13;5005.25;5.01
15697;445;461;3;3;5174.36;5.17
15698;201;69;13;13;7323.38;7.32
15699;185;423;12;12;15264.27;15.26
15700;346;68;7;7;9721.57;9.72
15701;737;242;10;10;6419.82;6.42
15702;424;379;7;7;6426.30;6.43
15703;37;15;10;10;13322.22;13.32
15704;72;30;8;8;12194.37;12.19
15705;834;273;3;3;22006.15;22.01
15706;592;434;13;13;2216.30;2.22
15707;775;305;12;12;14539.57;14.54
15708;388;186;6;6;21065.78;21.07
15709;736;124;1;1;3325.12;3.33
15710;740;28;6;6;9371.73;9.37
15711;790;266;3;3;6511.69;6.51
15712;712;82;10;10;2007.53;2.01
15713;214;357;12;12;1310.44;1.31
15714;453;100;12;12;5303.15;5.30
15715;679;246;6;6;6185.98;6.19
15716;924;154;2;2;7625.23;7.63
15717;907;19;11;11;12775.85;12.78
15718;654;203;1;1;8300.10;8.30
15719;197;40;4;4;2276.96;2.28
15720;27;82;10;10;8158.69;8.16
15721;65;84;3;3;7619.20;7.62
15722;930;171;5;5;12591.11;12.59
15723;-1;NA;10;NA;0.00;100.00
15724;589;34;6;6;5393.70;5.39
15725;302;455;12;12;2753.08;2.75
15726;637;73;10;10;9325.63;9.33
15727;-1;NA;7;NA;0.00;100.00
15728;193;182;12;12;2063.43;2.06
15729;-1;NA;3;NA;0.00;100.00
15730;223;354;6;6;14320.13;14.32
15731;380;210;3;3;19286.99;19.29
15732;429;231;12;12;8897.00;8.90
15733;720;299;13;13;4723.96;4.72
15734;703;0;12;12;12090.64;12.09
15735;162;84;1;1;5113.62;5.11
15736;566;280;2;2;1540.60;1.54
15737;212;404;11;11;3884.73;3.88
15738;590;315;4;4;13511.37;13.51
15739;378;373;2;2;4851.45;4.85
15740;123;362;10;10;7276.66;7.28
15741;718;345;3;3;5381.59;5.38
15742;634;324;3;3;5144.55;5.14
15743;512;348;2;2;18039.00;18.04
15744;880;469;11;11;15338.94;15.34
15745;719;324;11;11;14022.21;14.02
15746;436;49;12;12;1184.78;1.18
15747;595;307;4;4;7595.73;7.60
15748;461;364;11;11;4207.84;4.21
15749;335;313;2;2;6100.73;6.10
15750;371;334;1;1;4609.40;4.61
15751;267;351;6;6;5895.60;5.90
15752;211;307;8;8;10643.13;10.64
15753;908;61;13;13;4022.60;4.02
15754;343;345;6;6;11022.57;11.02
15755;12;100;9;9;2724.31;2.72
15756;957;400;7;7;4817.73;4.82
15757;-1;NA;2;NA;0.00;100.00
15758;888;286;3;3;3007.78;3.01
15759;617;187;8;8;9067.21;9.07
15760;558;211;11;11;11089.78;11.09
15761;579;385;13;13;6106.36;6.11
15762;559;250;9;9;3884.36;3.88
15763;340;187;1;1;3432.34;3.43
15764;973;379;3;3;1362.18;1.36
15765;95;424;6;6;14073.29;14.07
15766;852;410;12;12;17189.82;17.19
15767;668;38;11;11;8222.75;8.22
15768;475;17;5;5;9495.61;9.50
15769;122;120;9;9;13696.68;13.70
15770;59;71;11;11;8566.04;8.57
15771;573;81;11;11;2282.59;2.28
15772;651;204;9;9;18837.43;18.84
15773;-1;NA;3;NA;0.00;100.00
15774;234;415;12;12;2713.72;2.71
15775;201;69;13;13;6804.81;6.80
15776;185;423;12;12;5881.68;5.88
15777;404;331;7;7;14109.84;14.11
15778;957;400;7;7;8606.44;8.61
15779;719;324;11;11;4778.41;4.78
15780;255;42;4;4;5153.83;5.15
15781;670;198;5;5;8737.71;8.74
15782;886;194;13;13;20284.36;20.28
15783;841;129;5;5;18676.51;18.68
15784;236;110;3;3;6562.11;6.56
15785;-1;NA;4;NA;0.00;100.00
15786;256;202;7;7;5962.78;5.96
15787;-1;NA;9;NA;0.00;100.00
15788;526;433;4;4;7676.64;7.68
15789;464;43;12;12;17019.19;17.02
15790;100;128;12;12;11411.95;11.41
15791;139;330;3;3;5451.14;5.45
15792;912;463;10;10;6461.73;6.46
15793;619;140;13;13;7377.42;7.38
15794;37;15;10;10;13723.66;13.72
15795;916;26;2;2;9481.15;9.48
15796;214;357;12;12;7333.33;7.33
15797;706;390;1;1;7758.17;7.76
15798;711;375;3;3;1799.74;1.80
15799;546;90;4;4;10067.99;10.07
15800;276;355;12;12;472.48;0.47
15801;757;109;7;7;6095.46;6.10
15802;191;261;1;1;7275.71;7.28
15803;295;405;12;12;12670.44;12.67
15804;77;481;6;6;8682.09;8.68
15805;897;499;6;6;1311.93;1.31
15806;171;484;13;13;13935.85;13.94
15807;557;269;6;6;14367.63;14.37
15808;339;0;12;12;7177.31;7.18
15809;543;362;6;6;4692.25;4.69
15810;899;218;6;6;15333.41;15.33
15811;-1;NA;9;NA;0.00;100.00
15812;728;235;11;11;5041.66;5.04
15813;427;166;1;1;16429.85;16.43
15814;195;390;11;11;5853.89;5.85
15815;595;307;4;4;6664.26;6.66
15816;796;155;1;1;8892.85;8.89
15817;550;119;10;10;19745.52;19.75
15818;793;47;7;7;21191.45;21.19
15819;752;412;11;11;7949.61;7.95
15820;367;338;9;9;17566.61;17.57
15821;274;177;10;10;8514.22;8.51
15822;557;269;6;6;6567.05;6.57
15823;311;125;1;1;11011.79;11.01
15824;931;292;13;13;9528.84;9.53
15825;-1;NA;7;NA;0.00;100.00
15826;811;115;4;4;12132.58;12.13
15827;881;237;12;12;3197.66;3.20
15828;126;277;3;3;1068.79;1.07
15829;863;31;6;6;7800.84;7.80
15830;671;387;11;11;6441.51;6.44
15831;524;402;1;1;13339.39;13.34
15832;510;420;12;12;17409.91;17.41
15833;671;387;11;11;382.89;0.38
15834;54;229;1;1;15554.23;15.55
15835;877;371;5;5;2217.11;2.22
15836;5;380;6;6;3921.24;3.92
15837;232;373;8;8;7532.76;7.53
15838;-1;NA;12;NA;0.00;100.00
15839;947;43;4;4;7418.91;7.42
15840;-1;NA;8;NA;0.00;100.00
15841;836;102;4;4;10925.79;10.93
15842;72;30;8;8;8627.49;8.63
15843;247;65;5;5;1507.26;1.51
15844;43;249;6;6;3815.54;3.82
15845;42;69;13;13;4584.05;4.58
15846;69;481;9;9;8067.56;8.07
15847;753;123;6;6;7902.58;7.90
15848;673;470;9;9;18010.75;18.01
15849;409;442;12;12;2650.93;2.65
15850;230;98;2;2;4898.74;4.90
15851;843;484;4;4;10338.71;10.34
15852;258;203;6;6;1436.17;1.44
15853;276;355;12;12;772.42;0.77
15854;341;34;8;8;8668.69;8.67
15855;877;371;5;5;6376.77;6.38
15856;159;363;9;9;15651.59;15.65
15857;382;77;11;11;7262.86;7.26
15858;948;189;7;7;4848.55;4.85
15859;379;467;4;4;3685.25;3.69
15860;953;207;7;7;5970.32;5.97
15861;874;188;3;3;3098.96;3.10
15862;71;423;5;5;14200.80;14.20
15863;675;60;8;8;6086.75;6.09
15864;403;368;5;5;8770.20;8.77
15865;900;409;10;10;1553.84;1.55
15866;559;250;9;9;12117.00;12.12
15867;837;21;12;12;8534.80;8.53
15868;547;435;9;9;10993.80;10.99
15869;456;251;2;2;14242.50;14.24
15870;430;302;11;11;3805.98;3.81
15871;-1;NA;12;NA;0.00;100.00
15872;606;477;1;1;6048.98;6.05
15873;320;246;6;6;15897.26;15.90
15874;55;338;5;5;5580.38;5.58
15875;430;302;11;11;5922.46;5.92
15876;779;45;7;7;7111.28;7.11
15877;848;245;10;10;10553.10;10.55
15878;449;104;6;6;9316.51;9.32
15879;426;466;11;11;1804.62;1.80
15880;90;84;1;1;4977.80;4.98
15881;558;211;11;11;4906.45;4.91
15882;233;427;11;11;12178.80;12.18
15883;120;201;8;8;15000.18;15.00
15884;215;420;4;4;14981.17;14.98
15885;830;124;1;1;8496.37;8.50
15886;158;456;13;13;4132.63;4.13
15887;265;366;7;7;10540.68;10.54
15888;476;17;10;10;12611.01;12.61
15889;961;245;5;5;14086.64;14.09
15890;769;237;8;8;8914.02;8.91
15891;571;477;8;8;9869.43;9.87
15892;132;247;5;5;3192.60;3.19
15893;459;59;4;4;5549.03;5.55
15894;517;236;4;4;5023.96;5.02
15895;632;136;3;3;2796.61;2.80
15896;847;124;5;5;7846.27;7.85
15897;748;262;4;4;18086.03;18.09
15898;-1;NA;1;NA;0.00;100.00
15899;616;436;5;5;7596.76;7.60
15900;513;138;13;13;11004.04;11.00
15901;685;211;5;5;7607.36;7.61
15902;102;216;5;5;1191.22;1.19
15903;619;140;13;13;5662.48;5.66
15904;55;338;5;5;18505.77;18.51
15905;767;304;9;9;7260.75;7.26
15906;97;24;4;4;6737.51;6.74
15907;241;205;2;2;9440.40;9.44
15908;495;197;6;6;17437.26;17.44
15909;378;373;2;2;8629.80;8.63
15910;343;345;6;6;9731.34;9.73
15911;475;17;5;5;11293.88;11.29
15912;-1;NA;7;NA;0.00;100.00
15913;682;215;4;4;12725.04;12.73
15914;278;76;6;6;11196.85;11.20
15915;95;424;6;6;4895.72;4.90
15916;92;231;13;13;3808.68;3.81
15917;503;12;7;7;14484.90;14.48
15918;751;170;6;6;18520.35;18.52
15919;887;348;5;5;648.75;0.65
15920;594;418;6;6;10477.38;10.48
15921;217;393;4;4;14143.01;14.14
15922;-1;NA;12;NA;0.00;100.00
15923;70;461;1;1;8154.37;8.15
15924;797;462;12;12;7397.99;7.40
15925;837;21;12;12;9708.61;9.71
15926;562;381;7;7;5320.09;5.32
15927;175;498;6;6;9404.62;9.40
15928;916;26;2;2;19920.99;19.92
15929;109;56;5;5;5561.40;5.56
15930;771;391;10;10;8086.27;8.09
15931;330;402;3;3;16970.61;16.97
15932;392;140;7;7;5244.58;5.24
15933;393;489;13;13;16973.49;16.97
15934;160;315;6;6;15879.29;15.88
15935;81;158;1;1;2984.20;2.98
15936;449;104;6;6;1771.25;1.77
15937;29;310;3;3;3909.18;3.91
15938;368;353;12;12;10791.12;10.79
15939;346;68;7;7;12712.06;12.71
15940;578;35;11;11;3474.17;3.47
15941;654;203;1;1;18682.27;18.68
15942;462;472;13;13;6476.77;6.48
15943;168;353;10;10;8289.43;8.29
15944;448;116;10;10;8485.38;8.49
15945;410;203;2;2;7667.87;7.67
15946;573;81;11;11;7062.41;7.06
15947;832;260;5;5;15466.31;15.47
15948;354;353;4;4;5247.68;5.25
15949;873;314;7;7;6091.19;6.09
15950;182;32;2;2;9337.72;9.34
15951;375;498;3;3;6227.74;6.23
15952;917;467;6;6;5923.11;5.92
15953;937;280;12;12;16506.92;16.51
15954;809;56;7;7;7830.94;7.83
15955;567;495;11;11;5704.33;5.70
15956;794;235;7;7;8800.08;8.80
15957;413;417;5;5;9101.57;9.10
15958;344;370;6;6;5303.98;5.30
